Temperature,Humidity,CO2
21.5,25.89,491.0
21.5,25.89,491.666666666667
21.5,25.89,493.5
21.4725,25.865,493.75
21.5,25.84,490.0
21.5,25.79,488.0
21.5,25.79,490.0
21.5,25.79,487.0
21.445,25.745,492.5
21.445,25.745,493.5
21.463333333333303,25.76,493.333333333333
21.445,25.745,488.0
21.5,25.79,487.5
21.426666666666698,25.73,485.333333333333
21.39,25.7,484.0
21.39,25.7,489.0
21.445,25.745,488.0
21.5,25.79,493.0
21.39,25.7,491.0
21.445,25.745,488.0
21.445,25.745,487.25
21.39,25.7,489.0
21.5,25.79,489.0
21.39,25.7,486.0
21.426666666666698,25.73,484.666666666667
21.39,25.7,485.0
21.39,25.7,487.0
21.39,25.7,492.0
21.39,25.7,490.666666666667
21.39,25.7,488.0
21.39,25.7,485.5
21.39,25.7,486.0
21.39,25.7,485.5
21.39,25.7,486.0
21.39,25.7,480.0
21.39,25.7,481.0
21.39,25.7,481.666666666667
21.39,25.7,485.5
21.39,25.7,485.0
21.39,25.7,473.0
21.39,25.7,475.0
21.39,25.7,486.0
21.39,25.7,481.5
21.39,25.7,483.0
21.39,25.7,479.0
21.39,25.7,479.0
21.39,25.7,479.0
21.34,25.7,479.0
21.39,25.7,479.0
21.39,25.7,477.0
21.39,25.7,477.5
21.29,25.7,477.5
21.34,25.7,480.0
21.29,25.7,480.0
21.34,25.7,482.0
21.323333333333302,25.7,480.333333333333
21.34,25.7,477.5
21.29,25.7,476.0
21.39,25.7,479.0
21.39,25.7,471.0
21.29,25.7,474.0
21.29,25.7,477.5
21.34,25.7,476.0
21.29,25.7,474.25
21.39,25.7,475.0
21.29,25.7,476.5
21.34,25.7,474.5
21.29,25.7,478.0
21.29,25.7,475.333333333333
21.29,25.7,477.0
21.29,25.7,475.5
21.29,25.7,477.5
21.29,25.7,477.5
21.29,25.7,478.0
21.29,25.7,473.5
21.29,25.7,472.5
21.29,25.7,472.0
21.29,25.7,469.5
21.29,25.7,466.666666666667
21.29,25.7,467.0
21.29,25.7,469.5
21.2,25.6,469.0
21.29,25.7,471.0
21.29,25.7,469.0
21.26,25.6666666666667,467.333333333333
21.245,25.65,471.5
21.23,25.6333333333333,471.666666666667
21.29,25.7,475.0
21.2,25.6,471.0
21.2,25.6,471.0
21.245,25.65,471.0
21.245,25.65,474.5
21.2,25.6,475.5
21.2,25.6,474.0
21.2,25.6,469.0
21.2,25.6,474.0
21.2,25.6,474.0
21.2,25.6,468.5
21.2,25.6,469.5
21.2,25.6,472.5
21.2,25.6,467.5
21.2,25.6,469.0
21.2,25.55,466.5
21.2,25.5,469.5
21.2,25.5,469.0
21.2,25.5,467.0
21.2,25.5,467.333333333333
21.2,25.5,467.0
21.2,25.5,464.5
21.2,25.445,466.0
21.2,25.5,473.0
21.2,25.39,475.0
21.2,25.39,471.0
21.2,25.39,470.0
21.2,25.39,466.25
21.2,25.39,467.0
21.2,25.39,473.0
21.2,25.39,468.0
21.2,25.39,463.0
21.2,25.39,466.0
21.2,25.39,467.0
21.2,25.29,468.0
21.2,25.39,468.0
21.2,25.29,468.0
21.2,25.34,465.5
21.2,25.39,464.0
21.2,25.34,464.5
21.2,25.29,465.666666666667
21.2,25.365,465.75
21.2,25.39,464.0
21.2,25.39,467.0
21.15,25.39,466.5
21.2,25.39,465.0
21.2,25.39,462.0
21.2,25.39,459.666666666667
21.2,25.29,458.0
21.2,25.34,462.5
21.2,25.29,467.0
21.2,25.29,466.5
21.2,25.29,463.0
21.2,25.29,465.0
21.2,25.29,463.25
21.2,25.29,460.0
21.2,25.29,457.0
21.2,25.29,456.0
21.245,25.245,454.0
21.23,25.23,454.0
21.29,25.29,458.0
21.2,25.2,456.0
21.245,25.245,456.5
21.245,25.245,458.5
21.26,25.26,459.666666666667
21.245,25.245,464.0
21.245,25.2,465.0
21.29,25.2,461.0
21.245,25.2,458.5
21.29,25.2,459.0
21.29,25.2,451.0
21.29,25.2,456.0
21.29,25.2,463.0
21.29,25.2,461.666666666667
21.29,25.2,458.0
21.29,25.2,450.0
21.29,25.2,457.0
21.29,25.2,456.0
21.29,25.2,456.0
21.29,25.2,461.0
21.29,25.2,463.0
21.29,25.2,460.0
21.29,25.2,456.0
21.29,25.2,454.5
21.29,25.2,448.5
21.29,25.2,453.5
21.29,25.2,454.0
21.29,25.2,454.0
21.29,25.245,450.5
21.29,25.245,453.0
21.2,25.2,457.0
21.2,25.2,452.5
21.2,25.2,449.0
21.2,25.2,458.666666666667
21.2,25.2,454.5
21.2,25.245,455.5
21.2,25.245,453.5
21.2,25.29,452.0
21.2,25.29,451.5
21.2,25.29,451.0
21.1666666666667,25.356666666666698,450.333333333333
21.1666666666667,25.39,450.0
21.15,25.39,453.5
21.1,25.39,454.0
21.15,25.39,452.5
21.1,25.39,454.0
21.1,25.39,457.0
21.1,25.463333333333303,450.333333333333
21.1,25.5,451.0
21.1,25.5,451.0
21.05,25.445,449.0
21.1,25.5,449.0
21.05,25.445,450.0
21.05,25.445,449.0
21.1,25.5,445.0
21.0,25.39,443.0
21.1,25.5,446.5
21.1,25.5,446.0
21.1,25.5,451.5
21.1,25.39,445.0
21.1,25.39,449.0
21.1,25.39,451.666666666667
21.1,25.39,452.0
21.1,25.39,451.0
21.05,25.34,450.0
21.1,25.39,450.0
21.1,25.39,448.0
21.1,25.39,450.666666666667
21.1,25.39,450.0
21.15,25.39,446.0
21.1,25.39,444.0
21.125,25.39,447.5
21.1333333333333,25.39,443.333333333333
21.1,25.34,443.5
21.1,25.34,444.0
21.15,25.34,449.0
21.2,25.29,449.333333333333
21.15,25.29,448.0
21.15,25.245,449.5
21.2,25.245,450.0
21.2,25.2,447.0
21.2,25.2,446.0
21.1333333333333,25.2,443.0
21.1666666666667,25.2,444.0
21.2,25.2,444.5
21.2,25.2,445.0
21.2,25.2,451.0
21.2,25.2,450.0
21.2,25.2,444.0
21.2,25.2,443.0
21.2,25.1,438.5
21.2,25.1,441.0
21.2,25.1,444.0
21.2,25.15,441.5
21.2,25.1,441.0
21.2,25.1,439.5
21.2,25.1,441.0
21.2,25.1,442.0
21.2,25.1,441.0
21.2,25.1,436.0
21.2,25.1,442.5
21.2,25.1,446.0
21.2,25.1,443.0
21.2,25.1,437.5
21.2,25.1,440.5
21.2,25.05,439.5
21.2,25.0,443.0
21.2,25.0,443.0
21.2,25.0,438.5
21.2,25.0,438.0
21.2,25.0,442.333333333333
21.2,25.0,448.0
21.2,25.1,447.5
21.125,25.1,445.75
21.1,25.0,439.0
21.1,25.1,440.0
21.1,25.1,441.5
21.1,25.0666666666667,439.0
21.1,25.0,439.0
21.1,25.1,437.5
21.05,25.05,437.5
21.1,25.1,439.333333333333
21.1,25.1,443.0
21.0,25.0,440.5
21.0,25.0,442.333333333333
21.0,25.0,440.666666666667
21.0,25.0,440.0
21.0,25.0,439.0
21.0,25.0,442.0
21.0,25.0,443.5
21.0,25.0,445.0
21.0,25.0,445.0
21.0,25.05,442.5
21.0,25.1,440.0
21.0,25.0,439.5
21.0,25.0,438.5
21.0,25.0,435.0
21.0,25.0,439.5
21.0,25.0,440.5
21.0,25.0,439.5
21.0,25.0,441.0
21.0,25.0,442.0
21.0,25.0,445.0
21.0,25.0,444.0
21.0,25.0,445.0
21.0,24.89,444.0
21.0,24.89,443.0
21.0,24.89,448.0
21.05,24.945,443.0
21.05,24.945,440.0
21.0,24.89,440.0
21.033333333333303,24.926666666666698,441.0
21.05,24.945,440.5
21.05,24.945,444.5
21.1,25.0,446.0
21.05,24.945,442.5
21.0,24.89,439.0
21.1,24.89,441.0
21.1,24.89,438.333333333333
21.033333333333303,24.89,439.5
21.075,24.9725,440.75
21.033333333333303,24.926666666666698,437.0
21.1,24.945,440.5
21.1,24.9175,442.25
21.1,24.89,435.0
21.1,24.89,435.5
21.1,24.89,432.0
21.1,24.89,439.5
21.05,24.84,442.5
21.1,24.89,438.5
21.05,24.84,435.5
21.0666666666667,24.856666666666698,437.333333333333
21.1,24.89,437.0
21.033333333333303,24.823333333333302,438.0
21.025,24.84,435.0
21.0,24.79,440.0
21.0,24.823333333333302,441.333333333333
21.0,24.856666666666698,435.0
21.0,24.89,432.0
21.0,24.89,435.5
21.0,24.89,444.0
21.0,24.84,444.5
21.0,24.89,446.0
21.0,24.89,445.0
21.0,24.89,438.333333333333
21.0,24.89,445.5
21.0,24.89,439.0
21.0,24.89,439.0
20.945,24.89,439.5
20.963333333333303,24.89,443.333333333333
20.89,24.89,443.5
20.926666666666698,24.89,444.0
21.0,24.89,447.5
20.89,24.89,445.5
20.89,24.89,443.0
20.89,24.89,438.0
20.89,24.89,428.0
20.89,24.89,431.0
20.89,24.89,441.0
20.89,24.89,446.0
20.89,24.89,447.0
20.89,24.89,439.0
20.89,24.89,438.333333333333
20.89,24.89,442.0
20.926666666666698,24.79,443.333333333333
20.89,24.79,448.0
20.89,24.79,444.5
20.926666666666698,24.79,443.333333333333
20.945,24.79,445.0
21.0,24.7,445.0
21.0,24.7,443.5
21.0,24.7,439.0
21.0,24.7,441.5
21.0,24.6333333333333,441.333333333333
21.0,24.6,441.0
21.0,24.6,441.0
21.0,24.6,440.0
21.0,24.6,436.0
21.0,24.6,444.0
21.0,24.6,442.0
21.0,24.6,443.666666666667
21.0,24.6,439.5
21.0,24.5666666666667,439.333333333333
21.0,24.55,443.5
21.0,24.5,445.0
21.0,24.5,441.5
21.0,24.5,445.0
21.0,24.5,444.5
21.0,24.5,443.666666666667
21.0,24.5,445.5
21.0,24.445,445.0
21.0,24.445,443.5
21.0,24.39,447.0
21.0,24.39,444.0
21.0,24.5,442.5
21.0,24.426666666666698,445.0
21.0,24.5,444.0
21.0,24.39,440.0
21.0,24.39,445.5
21.0,24.39,444.5
21.0,24.39,442.5
21.0,24.39,444.0
21.0,24.39,442.0
21.0,24.356666666666698,442.666666666667
21.0,24.29,439.0
20.89,24.39,440.0
20.945,24.39,440.0
21.0,24.39,444.0
20.89,24.39,439.5
20.89,24.39,440.0
20.89,24.39,440.0
20.89,24.29,442.0
20.89,24.34,445.0
20.856666666666698,24.356666666666698,447.0
20.89,24.39,446.0
20.89,24.34,445.0
20.89,24.39,445.0
20.89,24.29,443.0
20.89,24.29,442.0
20.84,24.245,444.0
20.89,24.39,443.5
20.89,24.29,441.0
20.856666666666698,24.26,441.0
20.89,24.29,444.0
20.89,24.29,445.5
20.89,24.29,441.0
20.89,24.29,445.333333333333
20.89,24.2,442.0
20.89,24.29,442.0
20.89,24.2,446.5
20.856666666666698,24.1666666666667,444.333333333333
20.89,24.2,445.5
20.89,24.2,441.5
20.865,24.175,447.25
20.89,24.2,448.0
20.89,24.175,447.25
20.89,24.2,439.0
20.89,24.15,440.0
20.89,24.2,440.0
20.89,24.1,445.0
20.89,24.0,438.0
20.945,24.0,438.5
21.0,24.0,440.0
20.945,24.0,446.0
20.945,24.0,447.0
20.926666666666698,24.0,447.0
20.89,24.0,445.0
20.89,24.0,446.5
20.945,24.0,446.0
20.89,23.89,453.0
21.0,23.89,451.0
21.0,23.84,448.5
21.0,23.823333333333302,444.666666666667
21.0,23.79,447.0
21.0,23.79,447.0
21.0,23.79,445.0
21.0,23.79,446.5
21.0,23.79,446.5
21.0,23.7675,442.25
21.0,23.79,443.0
21.0,23.79,443.0
20.963333333333303,23.79,442.333333333333
20.89,23.79,444.5
20.89,23.73,443.333333333333
20.9175,23.7225,446.5
20.89,23.7,449.0
20.89,23.7,449.5
20.89,23.6,448.5
20.89,23.7,446.0
20.89,23.6,446.0
20.89,23.6,444.0
20.89,23.6,443.333333333333
20.89,23.6333333333333,441.666666666667
20.89,23.6,449.5
20.89,23.6,448.5
20.89,23.6,450.0
20.89,23.6,448.5
20.945,23.6,446.5
20.89,23.6,452.5
20.89,23.6,451.0
20.945,23.5,450.666666666667
20.89,23.5,449.0
20.945,23.5,449.0
20.945,23.5,448.5
20.89,23.5,452.0
20.89,23.5,444.0
20.89,23.5,443.5
20.89,23.5,446.0
20.89,23.5,449.0
20.926666666666698,23.5,448.0
20.89,23.5,448.0
20.89,23.5,449.0
20.945,23.5,443.0
20.89,23.5,444.25
20.89,23.5,445.333333333333
20.89,23.5,444.5
20.89,23.5,446.5
20.89,23.445,446.0
20.89,23.445,448.5
20.89,23.39,450.0
20.89,23.445,450.5
20.89,23.5,448.0
20.89,23.5,448.333333333333
20.89,23.445,446.5
20.89,23.5,442.5
20.89,23.5,440.5
20.89,23.5,443.0
20.89,23.5,453.0
20.89,23.426666666666698,450.0
20.89,23.445,451.0
20.89,23.39,452.333333333333
20.89,23.445,448.0
20.89,23.39,448.0
20.84,23.395,446.5
20.89,23.39,449.0
20.84,23.34,446.5
20.89,23.39,448.0
20.89,23.39,450.5
20.89,23.39,450.5
20.84,23.34,448.0
20.89,23.39,448.0
20.89,23.34,451.0
20.865,23.2925,450.0
20.89,23.34,448.5
20.856666666666698,23.26,449.5
20.89,23.29,446.0
20.89,23.29,443.0
20.89,23.29,443.0
20.89,23.29,448.0
20.84,23.245,448.5
20.89,23.29,448.5
20.89,23.29,448.0
20.89,23.29,450.5
20.89,23.2,451.0
20.89,23.2,453.0
20.89,23.2,449.0
20.89,23.2,448.5
20.89,23.2,448.5
20.89,23.15,448.5
20.89,23.15,453.5
20.84,23.075,451.0
20.89,23.1,451.333333333333
20.89,23.1,452.0
20.89,23.1,452.5
20.856666666666698,23.0666666666667,450.5
20.89,23.1,445.666666666667
20.89,23.1,449.5
20.89,23.1,450.0
20.89,23.1,454.0
20.89,23.1,452.0
20.89,23.1,453.75
20.89,23.1,448.5
20.89,23.1,447.0
20.89,23.1,447.75
20.89,23.1,452.0
20.89,23.0,454.0
20.84,23.05,455.0
20.89,23.1,455.0
20.856666666666698,23.0666666666667,449.0
20.89,23.0,449.0
20.89,23.0,452.0
20.89,23.0,449.0
20.79,22.89,450.0
20.79,22.89,452.0
20.84,22.945,449.0
20.79,22.89,448.333333333333
20.79,22.84,448.0
20.79,22.84,449.5
20.79,22.89,454.0
20.79,22.89,452.0
20.79,22.89,454.5
20.7,22.89,454.5
20.745,22.84,454.0
20.7,22.89,454.5
20.745,22.84,454.0
20.79,22.79,458.0
20.7,22.79,455.5
20.7,22.79,452.0
20.76,22.79,458.333333333333
20.7,22.79,460.0
20.7,22.79,455.0
20.7,22.79,455.0
20.73,22.79,449.0
20.7,22.79,459.0
20.7,22.7,457.0
20.73,22.7,454.0
20.7,22.7,452.5
20.7,22.7675,456.75
20.7,22.79,454.5
20.7,22.7,453.5
20.7,22.7,458.0
20.7,22.7,451.5
20.7,22.7,451.0
20.7,22.7,455.666666666667
20.7,22.7,457.5
20.7,22.7,452.0
20.7,22.65,451.0
20.7,22.6333333333333,454.666666666667
20.7,22.6,454.666666666667
20.7,22.6,454.5
20.7,22.6,456.0
20.7,22.5,455.0
20.7,22.5,451.5
20.7,22.5,455.0
20.7,22.5,454.5
20.7,22.5,451.666666666667
20.7,22.5,453.5
20.7,22.5,456.5
20.7,22.5,457.0
20.7,22.5,454.0
20.7,22.5,453.5
20.7,22.5,457.0
20.7,22.445,459.0
20.7,22.5,459.0
20.7,22.39,454.75
20.7,22.39,457.0
20.7,22.39,458.0
20.7,22.39,449.0
20.7,22.39,451.0
20.7,22.39,457.5
20.7,22.39,457.0
20.7,22.4175,460.25
20.7,22.5,465.333333333333
20.7,22.463333333333303,472.666666666667
20.7225,22.5,470.75
20.73,22.5,472.0
20.7225,22.525,470.5
20.7675,22.65,478.0
20.79,22.79,492.0
20.815,22.8675,497.75
20.823333333333302,23.033333333333303,499.0
20.815,23.025,507.0
20.89,23.175,514.75
20.89,23.29,515.0
20.89,23.29,520.75
20.89,23.29,526.0
20.89,23.323333333333302,527.0
20.945,23.39,531.25
20.963333333333303,23.463333333333303,536.0
21.0,23.5,542.75
21.0,23.5,541.0
21.0,23.5666666666667,548.5
21.0,23.6,553.25
21.0,23.6,559.25
21.0,23.6,567.333333333333
21.0,23.7,569.0
21.0,23.7,576.0
21.025,23.7225,578.75
21.025,23.7225,585.75
21.05,23.745,590.0
21.025,23.7225,590.0
21.1,23.76,587.666666666667
21.075,23.72,594.0
21.033333333333303,23.6666666666667,602.333333333333
21.075,23.7675,611.0
21.1,23.79,611.333333333333
21.1,23.79,613.0
21.1,23.73,615.0
21.15,23.7225,615.75
21.2,23.745,620.5
21.2,23.79,630.666666666667
21.2,23.79,640.5
21.26,23.856666666666698,641.0
21.29,23.865,650.75
21.29,23.89,650.5
21.29,23.89,651.0
21.323333333333302,23.926666666666698,654.666666666667
21.29,24.0,664.25
21.34,24.0,675.4
21.29,24.05,675.0
21.29,24.1,679.0
21.315,24.175,685.5
21.29,24.2,689.333333333333
21.29,24.2,692.75
21.34,24.15,695.5
21.323333333333302,24.1,693.333333333333
21.29,24.1,694.25
21.34,24.2225,703.0
21.29,24.29,704.5
21.34,24.29,709.0
21.34,24.29,721.5
21.323333333333302,24.29,727.0
21.356666666666698,24.29,733.0
21.365,24.29,736.25
21.39,24.29,742.0
21.356666666666698,24.29,742.666666666667
21.323333333333302,24.29,737.0
21.39,24.2675,739.25
21.323333333333302,24.29,752.0
21.39,24.29,753.75
21.365,24.2225,746.25
21.39,24.26,754.666666666667
21.39,24.26,755.333333333333
21.39,24.29,758.25
21.39,24.29,766.6
21.39,24.29,781.0
21.4175,24.315,785.5
21.39,24.29,789.666666666667
21.445,24.34,787.5
21.463333333333303,24.356666666666698,787.666666666667
21.5,24.39,782.5
21.5,24.39,782.333333333333
21.5,24.39,786.0
21.5,24.356666666666698,786.666666666667
21.5,24.365,785.25
21.5,24.29,788.0
21.525,24.5425,791.25
21.55,24.5175,808.75
21.6,24.39,812.0
21.6,24.55,811.0
21.7,24.7,817.75
21.7,24.696666666666697,833.25
21.7675,24.865,847.75
21.79,24.89,854.0
21.815,24.9175,863.5
21.84,25.0225,869.75
21.89,25.15,880.0
21.89,25.2,895.75
21.89,25.2,895.5
21.89,25.2925,910.75
21.9175,25.39,919.25
21.963333333333303,25.393333333333302,925.333333333333
22.0,25.4725,933.75
22.0,25.5,936.0
22.0,25.519000000000002,939.375
22.0,25.538,942.75
22.025,25.5975,948.25
22.05,25.7475,961.5
22.0666666666667,25.7933333333333,969.333333333333
22.0666666666667,25.893333333333302,973.666666666667
22.1,25.926666666666698,986.333333333333
22.1,25.945,994.5
22.1,26.075,1003.25
22.1,25.83,1006.6666666666699
22.1,25.823333333333302,1009.0
22.1,25.8,998.75
22.1,25.8225,998.0
22.1,26.05,1008.0
22.1,26.1,1021.0
22.1,26.0725,1029.5
22.1,25.745,1025.0
22.1,25.7933333333333,1015.0
22.1,25.945,1011.0
22.1,26.03,1011.6666666666699
22.125,26.025,1025.0
22.1,26.1,1026.75
22.1,26.1,1035.0
22.1,26.175,1032.0
22.1,26.2,1025.66666666667
22.1,26.1975,1026.5
22.1,26.2,1024.0
22.075,26.2,1023.5
22.075,26.2225,1026.5
22.1,26.29,1031.33333333333
22.1,26.29,1027.0
22.1,26.29,1031.0
22.1,26.356666666666698,1033.0
22.1,26.315,1037.0
22.1,26.39,1038.0
22.1,26.39,1034.5
22.1,26.39,1038.5
22.1,26.39,1037.0
22.1,26.5225,1037.5
22.125,26.4425,1032.75
22.1,26.47,1031.5
22.1,26.445,1039.25
22.1,26.5,1038.0
22.1,26.445,1040.25
22.1,26.5,1036.75
22.1,26.55,1045.5
22.1,26.5,1038.0
22.1,26.5,1041.75
22.1,26.6,1047.5
22.1,26.6,1045.5
22.1,26.575,1041.5
22.15,26.6,1043.0
22.1,26.7,1049.0
22.1,26.6666666666667,1048.0
22.1,26.675,1047.0
22.1,26.625,1047.4
22.1,26.65,1050.0
22.1,26.625,1047.75
22.1,26.65,1047.0
22.1,26.64,1048.25
22.1,26.6333333333333,1044.0
22.1,26.6,1036.5
22.05,26.575,1039.0
22.05,26.55,1039.0
22.025,26.4425,1034.25
22.05,26.34,1024.5
22.0,26.29,1024.75
22.0,26.29,1024.0
22.0,26.23,1021.6666666666699
22.0666666666667,26.26,1016.0
22.05,26.245,1009.0
22.075,26.2925,1006.25
22.1,26.29,1007.5
22.1,26.245,1008.0
22.1,26.245,1002.5
22.1,26.245,999.0
22.1,26.245,1006.0
22.1,26.2,1003.0
22.08,26.215999999999998,1006.5
22.1,26.2,1014.0
22.0,26.1,1009.0
22.08,26.18,1009.6
22.025,26.125,1010.5
22.0,26.175,1012.5
22.033333333333303,26.23,1013.6666666666699
22.075,26.2675,1023.25
22.0,26.2,1025.0
22.075,26.29,1022.0
22.0666666666667,26.356666666666698,1024.0
22.05,26.34,1030.5
22.0666666666667,26.356666666666698,1032.0
22.075,26.3425,1033.0
22.025,26.34,1031.0
22.025,26.315,1039.0
22.033333333333303,26.39,1044.33333333333
22.075,26.365,1039.5
22.075,26.365,1044.0
22.0666666666667,26.426666666666698,1044.66666666667
22.0666666666667,26.463333333333303,1051.0
22.1,26.5,1047.0
22.1,26.5,1054.0
22.1,26.5,1063.75
22.1,26.5,1063.5
22.1,26.525,1061.25
22.1,26.6,1065.66666666667
22.1,26.6,1073.25
22.1,26.6,1083.66666666667
22.1,26.6,1082.0
22.1333333333333,26.6,1077.0
22.1,26.6,1077.33333333333
22.175,26.6,1079.5
22.175,26.6,1077.75
22.175,26.6,1067.75
22.175,26.6,1070.25
22.2,26.6,1070.33333333333
22.2,26.6,1075.5
22.2,26.6,1076.5
22.2,26.6,1068.0
22.2,26.6,1071.5
22.15,26.6,1075.75
22.15,26.6,1073.25
22.2,26.6,1069.0
22.175,26.675,1062.5
22.2,26.7,1066.25
22.2,26.7633333333333,1060.0
22.1666666666667,26.856666666666698,1077.0
22.2,26.79,1091.75
22.2,26.856666666666698,1097.33333333333
22.175,26.9175,1096.75
22.2,26.9175,1104.0
22.2,26.89,1105.0
22.2,26.9725,1104.75
22.2,27.0,1108.66666666667
22.2,27.0,1116.25
22.2,27.0,1120.66666666667
22.2,27.025,1127.25
22.2,27.0,1134.25
22.2,27.0,1131.25
22.2,27.05,1131.0
22.2,27.0,1129.75
22.2,27.0666666666667,1137.33333333333
22.2,27.0,1136.5
22.2,27.075,1129.0
22.2,27.1,1126.5
22.2,27.075,1133.25
22.2,27.0666666666667,1139.0
22.2,27.1,1137.0
