CO2,Temperature,Light
456.0,21.2,0.0
454.0,21.245,0.0
454.0,21.23,0.0
458.0,21.29,0.0
456.0,21.2,0.0
456.5,21.245,0.0
458.5,21.245,0.0
459.666666666667,21.26,0.0
464.0,21.245,0.0
465.0,21.245,0.0
461.0,21.29,0.0
458.5,21.245,0.0
459.0,21.29,0.0
451.0,21.29,0.0
456.0,21.29,0.0
463.0,21.29,0.0
461.666666666667,21.29,0.0
458.0,21.29,0.0
450.0,21.29,0.0
457.0,21.29,0.0
456.0,21.29,0.0
456.0,21.29,0.0
461.0,21.29,0.0
463.0,21.29,0.0
460.0,21.29,0.0
456.0,21.29,0.0
454.5,21.29,0.0
448.5,21.29,0.0
453.5,21.29,0.0
454.0,21.29,0.0
454.0,21.29,0.0
450.5,21.29,0.0
453.0,21.29,0.0
457.0,21.2,0.0
452.5,21.2,0.0
449.0,21.2,0.0
458.666666666667,21.2,0.0
454.5,21.2,0.0
455.5,21.2,0.0
453.5,21.2,0.0
452.0,21.2,0.0
451.5,21.2,0.0
451.0,21.2,0.0
450.333333333333,21.1666666666667,0.0
450.0,21.1666666666667,0.0
453.5,21.15,0.0
454.0,21.1,0.0
452.5,21.15,0.0
454.0,21.1,0.0
457.0,21.1,0.0
450.333333333333,21.1,0.0
451.0,21.1,0.0
451.0,21.1,0.0
449.0,21.05,0.0
449.0,21.1,0.0
450.0,21.05,0.0
449.0,21.05,0.0
445.0,21.1,0.0
443.0,21.0,0.0
446.5,21.1,0.0
446.0,21.1,0.0
451.5,21.1,0.0
445.0,21.1,0.0
449.0,21.1,0.0
451.666666666667,21.1,0.0
452.0,21.1,0.0
451.0,21.1,0.0
450.0,21.05,0.0
450.0,21.1,0.0
448.0,21.1,0.0
450.666666666667,21.1,0.0
450.0,21.1,0.0
446.0,21.15,0.0
444.0,21.1,0.0
447.5,21.125,0.0
443.333333333333,21.1333333333333,0.0
443.5,21.1,0.0
444.0,21.1,0.0
449.0,21.15,0.0
449.333333333333,21.2,0.0
448.0,21.15,0.0
449.5,21.15,0.0
450.0,21.2,0.0
447.0,21.2,0.0
446.0,21.2,0.0
443.0,21.1333333333333,0.0
444.0,21.1666666666667,0.0
444.5,21.2,0.0
445.0,21.2,0.0
451.0,21.2,0.0
450.0,21.2,0.0
444.0,21.2,0.0
443.0,21.2,0.0
438.5,21.2,0.0
441.0,21.2,0.0
444.0,21.2,0.0
441.5,21.2,0.0
441.0,21.2,0.0
439.5,21.2,0.0
441.0,21.2,0.0
442.0,21.2,0.0
441.0,21.2,0.0
436.0,21.2,0.0
442.5,21.2,0.0
446.0,21.2,0.0
443.0,21.2,0.0
437.5,21.2,0.0
440.5,21.2,0.0
439.5,21.2,0.0
443.0,21.2,0.0
443.0,21.2,0.0
438.5,21.2,0.0
438.0,21.2,0.0
442.333333333333,21.2,0.0
448.0,21.2,0.0
447.5,21.2,0.0
445.75,21.125,0.0
439.0,21.1,0.0
440.0,21.1,0.0
441.5,21.1,0.0
439.0,21.1,0.0
439.0,21.1,0.0
437.5,21.1,0.0
437.5,21.05,0.0
439.333333333333,21.1,0.0
443.0,21.1,0.0
440.5,21.0,0.0
442.333333333333,21.0,0.0
440.666666666667,21.0,0.0
440.0,21.0,0.0
439.0,21.0,0.0
442.0,21.0,0.0
443.5,21.0,0.0
445.0,21.0,0.0
445.0,21.0,0.0
442.5,21.0,0.0
440.0,21.0,0.0
439.5,21.0,0.0
438.5,21.0,0.0
435.0,21.0,0.0
439.5,21.0,0.0
440.5,21.0,0.0
439.5,21.0,0.0
441.0,21.0,0.0
442.0,21.0,0.0
445.0,21.0,0.0
444.0,21.0,0.0
445.0,21.0,0.0
444.0,21.0,0.0
443.0,21.0,0.0
448.0,21.0,0.0
443.0,21.05,0.0
440.0,21.05,0.0
440.0,21.0,0.0
441.0,21.033333333333303,0.0
440.5,21.05,0.0
444.5,21.05,0.0
446.0,21.1,0.0
442.5,21.05,0.0
439.0,21.0,0.0
441.0,21.1,0.0
438.333333333333,21.1,0.0
439.5,21.033333333333303,0.0
440.75,21.075,0.0
437.0,21.033333333333303,0.0
440.5,21.1,0.0
442.25,21.1,0.0
435.0,21.1,0.0
435.5,21.1,0.0
432.0,21.1,0.0
439.5,21.1,0.0
442.5,21.05,0.0
438.5,21.1,0.0
435.5,21.05,0.0
437.333333333333,21.0666666666667,0.0
437.0,21.1,0.0
438.0,21.033333333333303,0.0
435.0,21.025,0.0
440.0,21.0,0.0
441.333333333333,21.0,0.0
435.0,21.0,0.0
432.0,21.0,0.0
435.5,21.0,0.0
444.0,21.0,0.0
444.5,21.0,0.0
446.0,21.0,0.0
445.0,21.0,0.0
438.333333333333,21.0,0.0
445.5,21.0,0.0
439.0,21.0,0.0
439.0,21.0,0.0
439.5,20.945,0.0
443.333333333333,20.963333333333303,0.0
443.5,20.89,0.0
444.0,20.926666666666698,0.0
447.5,21.0,0.0
445.5,20.89,0.0
443.0,20.89,0.0
438.0,20.89,0.0
428.0,20.89,0.0
431.0,20.89,0.0
441.0,20.89,0.0
446.0,20.89,0.0
447.0,20.89,0.0
439.0,20.89,0.0
438.333333333333,20.89,0.0
442.0,20.89,0.0
443.333333333333,20.926666666666698,0.0
448.0,20.89,0.0
444.5,20.89,0.0
443.333333333333,20.926666666666698,0.0
445.0,20.945,0.0
445.0,21.0,0.0
443.5,21.0,0.0
439.0,21.0,0.0
441.5,21.0,0.0
441.333333333333,21.0,0.0
441.0,21.0,0.0
441.0,21.0,0.0
440.0,21.0,0.0
436.0,21.0,0.0
444.0,21.0,0.0
442.0,21.0,0.0
443.666666666667,21.0,0.0
439.5,21.0,0.0
439.333333333333,21.0,0.0
443.5,21.0,0.0
445.0,21.0,0.0
441.5,21.0,0.0
445.0,21.0,0.0
444.5,21.0,0.0
443.666666666667,21.0,0.0
445.5,21.0,0.0
445.0,21.0,0.0
443.5,21.0,0.0
447.0,21.0,0.0
444.0,21.0,0.0
442.5,21.0,0.0
445.0,21.0,0.0
444.0,21.0,0.0
440.0,21.0,0.0
445.5,21.0,0.0
444.5,21.0,0.0
442.5,21.0,0.0
444.0,21.0,0.0
442.0,21.0,0.0
442.666666666667,21.0,0.0
439.0,21.0,0.0
440.0,20.89,0.0
440.0,20.945,0.0
444.0,21.0,0.0
439.5,20.89,0.0
440.0,20.89,0.0
440.0,20.89,0.0
442.0,20.89,0.0
445.0,20.89,0.0
447.0,20.856666666666698,0.0
446.0,20.89,0.0
445.0,20.89,0.0
445.0,20.89,0.0
443.0,20.89,0.0
442.0,20.89,0.0
444.0,20.84,0.0
443.5,20.89,0.0
441.0,20.89,0.0
441.0,20.856666666666698,0.0
444.0,20.89,0.0
445.5,20.89,0.0
441.0,20.89,0.0
445.333333333333,20.89,0.0
442.0,20.89,0.0
442.0,20.89,0.0
446.5,20.89,0.0
444.333333333333,20.856666666666698,0.0
445.5,20.89,0.0
441.5,20.89,0.0
447.25,20.865,0.0
448.0,20.89,0.0
447.25,20.89,0.0
439.0,20.89,0.0
440.0,20.89,0.0
440.0,20.89,0.0
445.0,20.89,0.0
438.0,20.89,0.0
438.5,20.945,0.0
440.0,21.0,0.0
446.0,20.945,0.0
447.0,20.945,0.0
447.0,20.926666666666698,0.0
445.0,20.89,0.0
446.5,20.89,0.0
446.0,20.945,0.0
453.0,20.89,0.0
451.0,21.0,0.0
448.5,21.0,0.0
444.666666666667,21.0,0.0
447.0,21.0,0.0
447.0,21.0,0.0
445.0,21.0,0.0
446.5,21.0,0.0
446.5,21.0,0.0
442.25,21.0,0.0
443.0,21.0,0.0
443.0,21.0,0.0
442.333333333333,20.963333333333303,0.0
444.5,20.89,0.0
443.333333333333,20.89,0.0
446.5,20.9175,0.0
449.0,20.89,0.0
449.5,20.89,0.0
448.5,20.89,0.0
446.0,20.89,0.0
446.0,20.89,0.0
444.0,20.89,0.0
443.333333333333,20.89,0.0
441.666666666667,20.89,0.0
449.5,20.89,0.0
448.5,20.89,0.0
450.0,20.89,0.0
448.5,20.89,0.0
446.5,20.945,0.0
452.5,20.89,0.0
451.0,20.89,0.0
450.666666666667,20.945,0.0
449.0,20.89,0.0
449.0,20.945,0.0
448.5,20.945,0.0
452.0,20.89,0.0
444.0,20.89,0.0
443.5,20.89,0.0
446.0,20.89,0.0
449.0,20.89,0.0
448.0,20.926666666666698,0.0
448.0,20.89,0.0
449.0,20.89,0.0
443.0,20.945,0.0
444.25,20.89,0.0
445.333333333333,20.89,0.0
444.5,20.89,0.0
446.5,20.89,0.0
446.0,20.89,0.0
448.5,20.89,0.0
450.0,20.89,0.0
450.5,20.89,0.0
448.0,20.89,0.0
448.333333333333,20.89,0.0
446.5,20.89,0.0
442.5,20.89,0.0
440.5,20.89,0.0
443.0,20.89,0.0
453.0,20.89,0.0
450.0,20.89,0.0
451.0,20.89,0.0
452.333333333333,20.89,0.0
448.0,20.89,0.0
448.0,20.89,0.0
446.5,20.84,0.0
449.0,20.89,0.0
446.5,20.84,0.0
448.0,20.89,0.0
450.5,20.89,0.0
450.5,20.89,0.0
448.0,20.84,0.0
448.0,20.89,0.0
451.0,20.89,0.0
450.0,20.865,0.0
448.5,20.89,0.0
449.5,20.856666666666698,0.0
446.0,20.89,0.0
443.0,20.89,0.0
443.0,20.89,0.0
448.0,20.89,0.0
448.5,20.84,0.0
448.5,20.89,0.0
448.0,20.89,0.0
450.5,20.89,0.0
451.0,20.89,0.0
453.0,20.89,0.0
449.0,20.89,0.0
448.5,20.89,0.0
448.5,20.89,0.0
448.5,20.89,0.0
453.5,20.89,0.0
451.0,20.84,0.0
451.333333333333,20.89,0.0
452.0,20.89,0.0
452.5,20.89,0.0
450.5,20.856666666666698,0.0
445.666666666667,20.89,0.0
449.5,20.89,0.0
450.0,20.89,0.0
454.0,20.89,0.0
452.0,20.89,0.0
453.75,20.89,0.0
448.5,20.89,0.0
447.0,20.89,0.0
447.75,20.89,0.0
452.0,20.89,0.0
454.0,20.89,0.0
455.0,20.84,0.0
455.0,20.89,0.0
449.0,20.856666666666698,0.0
449.0,20.89,0.0
452.0,20.89,0.0
449.0,20.89,0.0
450.0,20.79,0.0
452.0,20.79,0.0
449.0,20.84,0.0
448.333333333333,20.79,0.0
448.0,20.79,0.0
449.5,20.79,0.0
454.0,20.79,0.0
452.0,20.79,0.0
454.5,20.79,0.0
454.5,20.7,0.0
454.0,20.745,0.0
454.5,20.7,0.0
454.0,20.745,0.0
458.0,20.79,0.0
455.5,20.7,0.0
452.0,20.7,0.0
458.333333333333,20.76,0.0
460.0,20.7,0.0
455.0,20.7,0.0
455.0,20.7,0.0
449.0,20.73,0.0
459.0,20.7,0.0
457.0,20.7,0.0
454.0,20.73,0.0
452.5,20.7,0.0
456.75,20.7,0.0
454.5,20.7,0.0
453.5,20.7,0.0
458.0,20.7,0.0
451.5,20.7,0.0
451.0,20.7,0.0
455.666666666667,20.7,0.0
457.5,20.7,0.0
452.0,20.7,0.0
451.0,20.7,0.0
454.666666666667,20.7,0.0
454.666666666667,20.7,0.0
454.5,20.7,0.0
456.0,20.7,0.0
455.0,20.7,0.0
451.5,20.7,0.0
455.0,20.7,0.0
454.5,20.7,0.0
451.666666666667,20.7,0.0
453.5,20.7,0.0
456.5,20.7,0.0
457.0,20.7,0.0
454.0,20.7,0.0
453.5,20.7,0.0
457.0,20.7,0.0
459.0,20.7,0.0
459.0,20.7,0.0
454.75,20.7,0.0
457.0,20.7,0.0
458.0,20.7,0.0
449.0,20.7,0.0
451.0,20.7,0.0
457.5,20.7,0.0
457.0,20.7,356.0
460.25,20.7,426.0
465.333333333333,20.7,423.666666666667
472.666666666667,20.7,423.666666666667
470.75,20.7225,419.0
472.0,20.73,419.0
470.5,20.7225,419.0
478.0,20.7675,411.0
492.0,20.79,411.0
497.75,20.815,411.0
499.0,20.823333333333302,408.333333333333
507.0,20.815,400.0
514.75,20.89,396.0
515.0,20.89,396.0
520.75,20.89,396.0
526.0,20.89,396.0
527.0,20.89,398.333333333333
531.25,20.945,399.5
536.0,20.963333333333303,413.0
542.75,21.0,411.0
541.0,21.0,411.0
548.5,21.0,411.0
553.25,21.0,412.2
559.25,21.0,405.0
567.333333333333,21.0,405.0
569.0,21.0,405.0
576.0,21.0,405.0
578.75,21.025,405.0
585.75,21.025,412.0
590.0,21.05,419.0
590.0,21.025,419.0
587.666666666667,21.1,419.0
594.0,21.075,419.0
602.333333333333,21.033333333333303,419.0
611.0,21.075,419.0
611.333333333333,21.1,419.0
613.0,21.1,419.0
615.0,21.1,419.0
615.75,21.15,419.0
620.5,21.2,419.0
630.666666666667,21.2,419.0
640.5,21.2,419.0
641.0,21.26,423.666666666667
650.75,21.29,422.5
650.5,21.29,422.5
651.0,21.29,419.0
654.666666666667,21.323333333333302,428.333333333333
664.25,21.29,424.6
675.4,21.34,426.0
675.0,21.29,429.5
679.0,21.29,419.0
685.5,21.315,426.0
689.333333333333,21.29,419.0
692.75,21.29,433.0
695.5,21.34,433.0
693.333333333333,21.323333333333302,433.0
694.25,21.29,433.0
703.0,21.34,433.0
704.5,21.29,433.0
709.0,21.34,433.0
721.5,21.34,433.0
727.0,21.323333333333302,426.666666666667
733.0,21.356666666666698,436.333333333333
736.25,21.365,429.0
742.0,21.39,429.0
742.666666666667,21.356666666666698,429.0
737.0,21.323333333333302,434.0
739.25,21.39,444.0
752.0,21.323333333333302,444.0
753.75,21.39,444.0
746.25,21.365,441.75
754.666666666667,21.39,446.0
755.333333333333,21.39,439.0
758.25,21.39,446.5
766.6,21.39,446.0
781.0,21.39,451.5
785.5,21.4175,455.25
789.666666666667,21.39,447.333333333333
787.5,21.445,444.0
787.666666666667,21.463333333333303,455.666666666667
782.5,21.5,454.0
782.333333333333,21.5,457.333333333333
786.0,21.5,454.0
786.666666666667,21.5,465.666666666667
785.25,21.5,465.5
788.0,21.5,469.666666666667
791.25,21.525,478.5
808.75,21.55,471.25
812.0,21.6,473.0
811.0,21.6,484.5
817.75,21.7,482.5
833.25,21.7,487.5
847.75,21.7675,490.0
854.0,21.79,492.0
863.5,21.815,497.25
869.75,21.84,495.5
880.0,21.89,495.5
895.75,21.89,497.0
895.5,21.89,497.0
910.75,21.89,495.5
919.25,21.9175,494.0
925.333333333333,21.963333333333303,498.666666666667
933.75,22.0,504.25
936.0,22.0,506.0
939.375,22.0,505.75
942.75,22.0,505.5
948.25,22.025,518.5
961.5,22.05,508.5
969.333333333333,22.0666666666667,503.666666666667
973.666666666667,22.0666666666667,496.333333333333
986.333333333333,22.1,503.0
994.5,22.1,506.0
1003.25,22.1,489.5
1006.6666666666699,22.1,478.0
1009.0,22.1,478.0
998.75,22.1,483.25
998.0,22.1,484.0
1008.0,22.1,476.0
1021.0,22.1,486.5
1029.5,22.1,476.25
1025.0,22.1,469.0
1015.0,22.1,459.0
1011.0,22.1,459.0
1011.6666666666699,22.1,459.0
1025.0,22.125,460.25
1026.75,22.1,446.5
1035.0,22.1,466.5
1032.0,22.1,450.25
1025.66666666667,22.1,439.0
1026.5,22.1,450.25
1024.0,22.1,454.0
1023.5,22.075,450.25
1026.5,22.075,454.0
1031.33333333333,22.1,454.0
1027.0,22.1,454.0
1031.0,22.1,457.75
1033.0,22.1,462.333333333333
1037.0,22.1,454.0
1038.0,22.1,456.5
1034.5,22.1,454.0
1038.5,22.1,461.5
1037.0,22.1,444.0
1037.5,22.1,449.5
1032.75,22.125,449.5
1031.5,22.1,449.5
1039.25,22.1,460.0
1038.0,22.1,453.0
1040.25,22.1,449.5
1036.75,22.1,449.5
1045.5,22.1,460.0
1038.0,22.1,453.0
1041.75,22.1,454.75
1047.5,22.1,449.5
1045.5,22.1,449.5
1041.5,22.1,449.5
1043.0,22.15,449.5
1049.0,22.1,455.5
1048.0,22.1,454.0
1047.0,22.1,454.0
1047.4,22.1,469.0
1050.0,22.1,469.0
1047.75,22.1,464.0
1047.0,22.1,469.0
1048.25,22.1,469.0
1044.0,22.1,459.0
1036.5,22.1,459.0
1039.0,22.05,469.0
1039.0,22.05,469.0
1034.25,22.025,469.0
1024.5,22.05,469.0
1024.75,22.0,469.0
1024.0,22.0,469.0
1021.6666666666699,22.0,469.0
1016.0,22.0666666666667,464.0
1009.0,22.05,454.0
1006.25,22.075,454.0
1007.5,22.1,454.0
1008.0,22.1,461.5
1002.5,22.1,461.5
999.0,22.1,464.0
1006.0,22.1,459.0
1003.0,22.1,469.0
1006.5,22.08,461.5
1014.0,22.1,454.0
1009.0,22.0,454.0
1009.6,22.08,454.0
1010.5,22.025,454.0
1012.5,22.0,454.0
1013.6666666666699,22.033333333333303,454.0
1023.25,22.075,454.0
1025.0,22.0,439.0
1022.0,22.075,444.25
1024.0,22.0666666666667,453.0
1030.5,22.05,450.25
1032.0,22.0666666666667,454.0
1033.0,22.075,454.0
1031.0,22.025,469.0
1039.0,22.025,463.0
1044.33333333333,22.033333333333303,471.0
1039.5,22.075,464.0
1044.0,22.075,464.0
1044.66666666667,22.0666666666667,464.0
1051.0,22.0666666666667,474.0
1047.0,22.1,479.0
1054.0,22.1,465.25
1063.75,22.1,469.0
1063.5,22.1,464.0
1061.25,22.1,466.75
1065.66666666667,22.1,465.666666666667
1073.25,22.1,464.0
1083.66666666667,22.1,459.0
1082.0,22.1,454.0
1077.0,22.1333333333333,454.0
1077.33333333333,22.1,454.0
1079.5,22.175,454.0
1077.75,22.175,450.25
1067.75,22.175,442.75
1070.25,22.175,439.0
1070.33333333333,22.2,439.0
1075.5,22.2,449.5
1076.5,22.2,454.75
1068.0,22.2,448.0
1071.5,22.2,444.0
1075.75,22.15,444.0
1073.25,22.15,444.0
1069.0,22.2,454.666666666667
1062.5,22.175,460.0
1066.25,22.2,460.0
1060.0,22.2,449.333333333333
1077.0,22.1666666666667,444.0
1091.75,22.2,444.0
1097.33333333333,22.2,444.0
1096.75,22.175,440.25
1104.0,22.2,444.0
1105.0,22.2,454.666666666667
1104.75,22.2,449.5
1108.66666666667,22.2,454.0
1116.25,22.2,454.0
1120.66666666667,22.2,454.0
1127.25,22.2,457.75
1134.25,22.2,454.0
1131.25,22.2,454.0
1131.0,22.2,454.0
1129.75,22.2,454.0
1137.33333333333,22.2,454.0
1136.5,22.2,449.5
1129.0,22.2,460.0
1126.5,22.2,444.0
1133.25,22.2,444.0
1139.0,22.2,444.0
1137.0,22.2,444.0
1136.75,22.175,444.0
1131.25,22.2,444.0
1132.33333333333,22.2,444.0
1127.5,22.2,444.0
1114.5,22.2,444.0
1121.25,22.2,460.0
1124.0,22.2,460.0
1127.25,22.175,454.75
1136.0,22.175,460.0
1127.75,22.175,458.5
1122.5,22.2,461.5
1118.0,22.2,464.0
1110.0,22.2,465.666666666667
1115.0,22.2,481.5
1119.75,22.2,474.0
1114.0,22.2,486.5
1104.75,22.175,471.5
1099.33333333333,22.2,474.0
