Temperature,Humidity,Light
22.2,27.2,0.0
22.1,27.2,0.0
22.125,27.2,0.0
22.2,27.2,0.0
22.1,27.15,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.2,0.0
22.1,27.15,0.0
22.0666666666667,27.1666666666667,0.0
22.1,27.1,0.0
22.0,27.1,0.0
22.0,27.1,0.0
22.05,27.15,0.0
22.0,27.1,0.0
22.0,27.1,0.0
22.0,27.1,0.0
22.0,27.1,0.0
21.9175,27.1,0.0
21.945,27.1,0.0
21.926666666666698,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.89,27.1,0.0
21.84,27.1,0.0
21.856666666666698,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.79,27.1,0.0
21.745,27.1,0.0
21.7,27.1,0.0
21.76,27.1,0.0
21.745,27.05,0.0
21.79,27.05,0.0
21.73,27.0,0.0
21.745,27.0,0.0
21.745,27.0,0.0
21.745,27.0,0.0
21.7,27.0,0.0
21.7,27.0,0.0
21.7,27.0,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.89,0.0
21.7,26.79,0.0
21.7,26.79,0.0
21.7,26.79,0.0
21.7,26.79,0.0
21.7,26.7675,0.0
21.7,26.79,0.0
21.7,26.79,0.0
21.7,26.79,0.0
21.7,26.7,0.0
21.7,26.7,0.0
21.7,26.7,0.0
21.6,26.7,0.0
21.6,26.6,0.0
21.6,26.65,0.0
21.6,26.6,0.0
21.65,26.65,0.0
21.6,26.55,0.0
21.6,26.5,0.0
21.6,26.5,0.0
21.6,26.5,0.0
21.6,26.5,0.0
21.65,26.55,0.0
21.6,26.5,0.0
21.6,26.445,0.0
21.6,26.4725,0.0
21.6,26.445,0.0
21.6,26.445,0.0
21.6,26.39,0.0
21.6,26.39,0.0
21.6,26.39,0.0
21.6,26.39,0.0
21.6,26.39,0.0
21.575,26.315,0.0
21.6,26.29,0.0
21.6,26.29,0.0
21.55,26.245,0.0
21.55,26.245,0.0
21.5,26.2,0.0
21.5666666666667,26.2,0.0
21.5,26.2,0.0
21.5,26.2,0.0
21.5,26.15,0.0
21.5,26.15,0.0
21.5,26.1,0.0
21.5,26.1,0.0
21.5,26.1,0.0
21.5,26.1,0.0
21.5,26.05,0.0
21.5,26.1,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,25.89,0.0
21.5,26.0,0.0
21.5,26.0,0.0
21.5,25.926666666666698,0.0
21.5,25.89,0.0
21.5,25.89,0.0
21.5,25.89,0.0
21.5,25.84,0.0
21.5,25.84,0.0
21.5,25.89,0.0
21.5,25.89,0.0
21.5,25.89,0.0
21.4725,25.865,0.0
21.5,25.84,0.0
21.5,25.79,0.0
21.5,25.79,0.0
21.5,25.79,0.0
21.445,25.745,0.0
21.445,25.745,0.0
21.463333333333303,25.76,0.0
21.445,25.745,0.0
21.5,25.79,0.0
21.426666666666698,25.73,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.445,25.745,0.0
21.5,25.79,0.0
21.39,25.7,0.0
21.445,25.745,0.0
21.445,25.745,0.0
21.39,25.7,0.0
21.5,25.79,0.0
21.39,25.7,0.0
21.426666666666698,25.73,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.34,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.29,25.7,0.0
21.34,25.7,0.0
21.29,25.7,0.0
21.34,25.7,0.0
21.323333333333302,25.7,0.0
21.34,25.7,0.0
21.29,25.7,0.0
21.39,25.7,0.0
21.39,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.34,25.7,0.0
21.29,25.7,0.0
21.39,25.7,0.0
21.29,25.7,0.0
21.34,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.2,25.6,0.0
21.29,25.7,0.0
21.29,25.7,0.0
21.26,25.6666666666667,0.0
21.245,25.65,0.0
21.23,25.6333333333333,0.0
21.29,25.7,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.245,25.65,0.0
21.245,25.65,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.6,0.0
21.2,25.55,0.0
21.2,25.5,0.0
21.2,25.5,0.0
21.2,25.5,0.0
21.2,25.5,0.0
21.2,25.5,0.0
21.2,25.5,0.0
21.2,25.445,0.0
21.2,25.5,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.29,0.0
21.2,25.39,0.0
21.2,25.29,0.0
21.2,25.34,0.0
21.2,25.39,0.0
21.2,25.34,0.0
21.2,25.29,0.0
21.2,25.365,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.15,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.39,0.0
21.2,25.29,0.0
21.2,25.34,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.245,25.245,0.0
21.23,25.23,0.0
21.29,25.29,0.0
21.2,25.2,0.0
21.245,25.245,0.0
21.245,25.245,0.0
21.26,25.26,0.0
21.245,25.245,0.0
21.245,25.2,0.0
21.29,25.2,0.0
21.245,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.2,0.0
21.29,25.245,0.0
21.29,25.245,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.245,0.0
21.2,25.245,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.2,25.29,0.0
21.1666666666667,25.356666666666698,0.0
21.1666666666667,25.39,0.0
21.15,25.39,0.0
21.1,25.39,0.0
21.15,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.463333333333303,0.0
21.1,25.5,0.0
21.1,25.5,0.0
21.05,25.445,0.0
21.1,25.5,0.0
21.05,25.445,0.0
21.05,25.445,0.0
21.1,25.5,0.0
21.0,25.39,0.0
21.1,25.5,0.0
21.1,25.5,0.0
21.1,25.5,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.05,25.34,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.1,25.39,0.0
21.15,25.39,0.0
21.1,25.39,0.0
21.125,25.39,0.0
21.1333333333333,25.39,0.0
21.1,25.34,0.0
21.1,25.34,0.0
21.15,25.34,0.0
21.2,25.29,0.0
21.15,25.29,0.0
21.15,25.245,0.0
21.2,25.245,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.1333333333333,25.2,0.0
21.1666666666667,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.2,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.15,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.1,0.0
21.2,25.05,0.0
21.2,25.0,0.0
21.2,25.0,0.0
21.2,25.0,0.0
21.2,25.0,0.0
21.2,25.0,0.0
21.2,25.0,0.0
21.2,25.1,0.0
21.125,25.1,0.0
21.1,25.0,0.0
21.1,25.1,0.0
21.1,25.1,0.0
21.1,25.0666666666667,0.0
21.1,25.0,0.0
21.1,25.1,0.0
21.05,25.05,0.0
21.1,25.1,0.0
21.1,25.1,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.05,0.0
21.0,25.1,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,25.0,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.05,24.945,0.0
21.05,24.945,0.0
21.0,24.89,0.0
21.033333333333303,24.926666666666698,0.0
21.05,24.945,0.0
21.05,24.945,0.0
21.1,25.0,0.0
21.05,24.945,0.0
21.0,24.89,0.0
21.1,24.89,0.0
21.1,24.89,0.0
21.033333333333303,24.89,0.0
21.075,24.9725,0.0
21.033333333333303,24.926666666666698,0.0
21.1,24.945,0.0
21.1,24.9175,0.0
21.1,24.89,0.0
21.1,24.89,0.0
21.1,24.89,0.0
21.1,24.89,0.0
21.05,24.84,0.0
21.1,24.89,0.0
21.05,24.84,0.0
21.0666666666667,24.856666666666698,0.0
21.1,24.89,0.0
21.033333333333303,24.823333333333302,0.0
21.025,24.84,0.0
21.0,24.79,0.0
21.0,24.823333333333302,0.0
21.0,24.856666666666698,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.84,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
21.0,24.89,0.0
20.945,24.89,0.0
20.963333333333303,24.89,0.0
20.89,24.89,0.0
20.926666666666698,24.89,0.0
21.0,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.89,24.89,0.0
20.926666666666698,24.79,0.0
20.89,24.79,0.0
20.89,24.79,0.0
20.926666666666698,24.79,0.0
20.945,24.79,0.0
21.0,24.7,0.0
21.0,24.7,0.0
21.0,24.7,0.0
21.0,24.7,0.0
21.0,24.6333333333333,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.6,0.0
21.0,24.5666666666667,0.0
21.0,24.55,0.0
21.0,24.5,0.0
21.0,24.5,0.0
21.0,24.5,0.0
21.0,24.5,0.0
21.0,24.5,0.0
21.0,24.5,0.0
21.0,24.445,0.0
21.0,24.445,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.5,0.0
21.0,24.426666666666698,0.0
21.0,24.5,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.39,0.0
21.0,24.356666666666698,0.0
21.0,24.29,0.0
20.89,24.39,0.0
20.945,24.39,0.0
21.0,24.39,0.0
20.89,24.39,0.0
20.89,24.39,0.0
20.89,24.39,0.0
20.89,24.29,0.0
20.89,24.34,0.0
20.856666666666698,24.356666666666698,0.0
20.89,24.39,0.0
20.89,24.34,0.0
20.89,24.39,0.0
20.89,24.29,0.0
20.89,24.29,0.0
20.84,24.245,0.0
20.89,24.39,0.0
20.89,24.29,0.0
20.856666666666698,24.26,0.0
20.89,24.29,0.0
20.89,24.29,0.0
20.89,24.29,0.0
20.89,24.29,0.0
20.89,24.2,0.0
20.89,24.29,0.0
20.89,24.2,0.0
20.856666666666698,24.1666666666667,0.0
20.89,24.2,0.0
20.89,24.2,0.0
20.865,24.175,0.0
20.89,24.2,0.0
20.89,24.175,0.0
20.89,24.2,0.0
20.89,24.15,0.0
20.89,24.2,0.0
20.89,24.1,0.0
20.89,24.0,0.0
20.945,24.0,0.0
21.0,24.0,0.0
20.945,24.0,0.0
20.945,24.0,0.0
20.926666666666698,24.0,0.0
20.89,24.0,0.0
20.89,24.0,0.0
20.945,24.0,0.0
20.89,23.89,0.0
21.0,23.89,0.0
21.0,23.84,0.0
21.0,23.823333333333302,0.0
21.0,23.79,0.0
21.0,23.79,0.0
21.0,23.79,0.0
21.0,23.79,0.0
21.0,23.79,0.0
21.0,23.7675,0.0
21.0,23.79,0.0
21.0,23.79,0.0
20.963333333333303,23.79,0.0
20.89,23.79,0.0
20.89,23.73,0.0
20.9175,23.7225,0.0
20.89,23.7,0.0
20.89,23.7,0.0
20.89,23.6,0.0
20.89,23.7,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.89,23.6333333333333,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.945,23.6,0.0
20.89,23.6,0.0
20.89,23.6,0.0
20.945,23.5,0.0
20.89,23.5,0.0
20.945,23.5,0.0
20.945,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.926666666666698,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.945,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.445,0.0
20.89,23.445,0.0
20.89,23.39,0.0
20.89,23.445,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.445,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.5,0.0
20.89,23.426666666666698,0.0
20.89,23.445,0.0
20.89,23.39,0.0
20.89,23.445,0.0
20.89,23.39,0.0
20.84,23.395,0.0
20.89,23.39,0.0
20.84,23.34,0.0
20.89,23.39,0.0
20.89,23.39,0.0
20.89,23.39,0.0
20.84,23.34,0.0
20.89,23.39,0.0
20.89,23.34,0.0
20.865,23.2925,0.0
20.89,23.34,0.0
20.856666666666698,23.26,0.0
20.89,23.29,0.0
20.89,23.29,0.0
20.89,23.29,0.0
20.89,23.29,0.0
20.84,23.245,0.0
20.89,23.29,0.0
20.89,23.29,0.0
20.89,23.29,0.0
20.89,23.2,0.0
20.89,23.2,0.0
20.89,23.2,0.0
20.89,23.2,0.0
20.89,23.2,0.0
20.89,23.15,0.0
20.89,23.15,0.0
20.84,23.075,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.856666666666698,23.0666666666667,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.1,0.0
20.89,23.0,0.0
20.84,23.05,0.0
20.89,23.1,0.0
20.856666666666698,23.0666666666667,0.0
20.89,23.0,0.0
20.89,23.0,0.0
20.89,23.0,0.0
20.79,22.89,0.0
20.79,22.89,0.0
20.84,22.945,0.0
20.79,22.89,0.0
20.79,22.84,0.0
20.79,22.84,0.0
20.79,22.89,0.0
20.79,22.89,0.0
20.79,22.89,0.0
20.7,22.89,0.0
20.745,22.84,0.0
20.7,22.89,0.0
20.745,22.84,0.0
20.79,22.79,0.0
20.7,22.79,0.0
20.7,22.79,0.0
20.76,22.79,0.0
20.7,22.79,0.0
20.7,22.79,0.0
20.7,22.79,0.0
20.73,22.79,0.0
20.7,22.79,0.0
20.7,22.7,0.0
20.73,22.7,0.0
20.7,22.7,0.0
20.7,22.7675,0.0
20.7,22.79,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.7,0.0
20.7,22.65,0.0
20.7,22.6333333333333,0.0
20.7,22.6,0.0
20.7,22.6,0.0
20.7,22.6,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.5,0.0
20.7,22.445,0.0
20.7,22.5,0.0
20.7,22.39,0.0
20.7,22.39,0.0
20.7,22.39,0.0
20.7,22.39,0.0
20.7,22.39,0.0
20.7,22.39,0.0
20.7,22.39,356.0
20.7,22.4175,426.0
20.7,22.5,423.666666666667
20.7,22.463333333333303,423.666666666667
20.7225,22.5,419.0
20.73,22.5,419.0
20.7225,22.525,419.0
20.7675,22.65,411.0
20.79,22.79,411.0
20.815,22.8675,411.0
20.823333333333302,23.033333333333303,408.333333333333
20.815,23.025,400.0
20.89,23.175,396.0
20.89,23.29,396.0
20.89,23.29,396.0
20.89,23.29,396.0
20.89,23.323333333333302,398.333333333333
20.945,23.39,399.5
20.963333333333303,23.463333333333303,413.0
21.0,23.5,411.0
21.0,23.5,411.0
21.0,23.5666666666667,411.0
21.0,23.6,412.2
21.0,23.6,405.0
21.0,23.6,405.0
21.0,23.7,405.0
21.0,23.7,405.0
21.025,23.7225,405.0
21.025,23.7225,412.0
21.05,23.745,419.0
21.025,23.7225,419.0
21.1,23.76,419.0
21.075,23.72,419.0
21.033333333333303,23.6666666666667,419.0
21.075,23.7675,419.0
21.1,23.79,419.0
21.1,23.79,419.0
21.1,23.73,419.0
21.15,23.7225,419.0
21.2,23.745,419.0
21.2,23.79,419.0
21.2,23.79,419.0
21.26,23.856666666666698,423.666666666667
21.29,23.865,422.5
21.29,23.89,422.5
21.29,23.89,419.0
21.323333333333302,23.926666666666698,428.333333333333
21.29,24.0,424.6
21.34,24.0,426.0
21.29,24.05,429.5
21.29,24.1,419.0
21.315,24.175,426.0
21.29,24.2,419.0
21.29,24.2,433.0
21.34,24.15,433.0
21.323333333333302,24.1,433.0
21.29,24.1,433.0
21.34,24.2225,433.0
21.29,24.29,433.0
21.34,24.29,433.0
21.34,24.29,433.0
21.323333333333302,24.29,426.666666666667
21.356666666666698,24.29,436.333333333333
21.365,24.29,429.0
21.39,24.29,429.0
21.356666666666698,24.29,429.0
21.323333333333302,24.29,434.0
21.39,24.2675,444.0
21.323333333333302,24.29,444.0
21.39,24.29,444.0
21.365,24.2225,441.75
21.39,24.26,446.0
21.39,24.26,439.0
21.39,24.29,446.5
21.39,24.29,446.0
21.39,24.29,451.5
21.4175,24.315,455.25
21.39,24.29,447.333333333333
21.445,24.34,444.0
21.463333333333303,24.356666666666698,455.666666666667
21.5,24.39,454.0
21.5,24.39,457.333333333333
21.5,24.39,454.0
21.5,24.356666666666698,465.666666666667
21.5,24.365,465.5
21.5,24.29,469.666666666667
21.525,24.5425,478.5
21.55,24.5175,471.25
21.6,24.39,473.0
21.6,24.55,484.5
21.7,24.7,482.5
21.7,24.696666666666697,487.5
21.7675,24.865,490.0
21.79,24.89,492.0
21.815,24.9175,497.25
21.84,25.0225,495.5
21.89,25.15,495.5
21.89,25.2,497.0
21.89,25.2,497.0
21.89,25.2925,495.5
21.9175,25.39,494.0
21.963333333333303,25.393333333333302,498.666666666667
22.0,25.4725,504.25
22.0,25.5,506.0
22.0,25.519000000000002,505.75
22.0,25.538,505.5
22.025,25.5975,518.5
22.05,25.7475,508.5
22.0666666666667,25.7933333333333,503.666666666667
22.0666666666667,25.893333333333302,496.333333333333
22.1,25.926666666666698,503.0
22.1,25.945,506.0
22.1,26.075,489.5
22.1,25.83,478.0
22.1,25.823333333333302,478.0
22.1,25.8,483.25
22.1,25.8225,484.0
22.1,26.05,476.0
22.1,26.1,486.5
22.1,26.0725,476.25
22.1,25.745,469.0
22.1,25.7933333333333,459.0
22.1,25.945,459.0
22.1,26.03,459.0
22.125,26.025,460.25
22.1,26.1,446.5
22.1,26.1,466.5
22.1,26.175,450.25
22.1,26.2,439.0
22.1,26.1975,450.25
22.1,26.2,454.0
22.075,26.2,450.25
22.075,26.2225,454.0
22.1,26.29,454.0
22.1,26.29,454.0
22.1,26.29,457.75
22.1,26.356666666666698,462.333333333333
22.1,26.315,454.0
22.1,26.39,456.5
22.1,26.39,454.0
22.1,26.39,461.5
22.1,26.39,444.0
22.1,26.5225,449.5
22.125,26.4425,449.5
22.1,26.47,449.5
22.1,26.445,460.0
22.1,26.5,453.0
22.1,26.445,449.5
22.1,26.5,449.5
22.1,26.55,460.0
22.1,26.5,453.0
22.1,26.5,454.75
22.1,26.6,449.5
22.1,26.6,449.5
22.1,26.575,449.5
22.15,26.6,449.5
22.1,26.7,455.5
22.1,26.6666666666667,454.0
22.1,26.675,454.0
22.1,26.625,469.0
22.1,26.65,469.0
22.1,26.625,464.0
22.1,26.65,469.0
22.1,26.64,469.0
22.1,26.6333333333333,459.0
22.1,26.6,459.0
22.05,26.575,469.0
22.05,26.55,469.0
22.025,26.4425,469.0
22.05,26.34,469.0
22.0,26.29,469.0
22.0,26.29,469.0
22.0,26.23,469.0
22.0666666666667,26.26,464.0
22.05,26.245,454.0
22.075,26.2925,454.0
22.1,26.29,454.0
22.1,26.245,461.5
22.1,26.245,461.5
22.1,26.245,464.0
22.1,26.245,459.0
22.1,26.2,469.0
22.08,26.215999999999998,461.5
22.1,26.2,454.0
22.0,26.1,454.0
22.08,26.18,454.0
22.025,26.125,454.0
22.0,26.175,454.0
22.033333333333303,26.23,454.0
22.075,26.2675,454.0
22.0,26.2,439.0
22.075,26.29,444.25
22.0666666666667,26.356666666666698,453.0
22.05,26.34,450.25
22.0666666666667,26.356666666666698,454.0
22.075,26.3425,454.0
22.025,26.34,469.0
22.025,26.315,463.0
22.033333333333303,26.39,471.0
22.075,26.365,464.0
22.075,26.365,464.0
22.0666666666667,26.426666666666698,464.0
22.0666666666667,26.463333333333303,474.0
22.1,26.5,479.0
22.1,26.5,465.25
22.1,26.5,469.0
22.1,26.5,464.0
22.1,26.525,466.75
22.1,26.6,465.666666666667
22.1,26.6,464.0
22.1,26.6,459.0
22.1,26.6,454.0
22.1333333333333,26.6,454.0
22.1,26.6,454.0
22.175,26.6,454.0
22.175,26.6,450.25
22.175,26.6,442.75
22.175,26.6,439.0
22.2,26.6,439.0
22.2,26.6,449.5
22.2,26.6,454.75
22.2,26.6,448.0
22.2,26.6,444.0
22.15,26.6,444.0
22.15,26.6,444.0
22.2,26.6,454.666666666667
22.175,26.675,460.0
22.2,26.7,460.0
22.2,26.7633333333333,449.333333333333
22.1666666666667,26.856666666666698,444.0
22.2,26.79,444.0
22.2,26.856666666666698,444.0
22.175,26.9175,440.25
22.2,26.9175,444.0
22.2,26.89,454.666666666667
22.2,26.9725,449.5
22.2,27.0,454.0
22.2,27.0,454.0
22.2,27.0,454.0
22.2,27.025,457.75
22.2,27.0,454.0
22.2,27.0,454.0
22.2,27.05,454.0
22.2,27.0,454.0
22.2,27.0666666666667,454.0
22.2,27.0,449.5
22.2,27.075,460.0
22.2,27.1,444.0
22.2,27.075,444.0
22.2,27.0666666666667,444.0
22.2,27.1,444.0
22.175,27.1,444.0
22.2,27.1,444.0
22.2,27.033333333333303,444.0
22.2,27.0,444.0
22.2,27.025,444.0
22.2,27.1,460.0
22.2,27.1,460.0
22.175,27.175,454.75
22.175,27.125,460.0
22.175,27.125,458.5
22.2,27.1,461.5
22.2,27.1,464.0
22.2,27.1,465.666666666667
22.2,27.075,481.5
22.2,27.1,474.0
22.2,27.0,486.5
22.175,27.0,471.5
22.2,27.0666666666667,474.0
22.2,27.0,481.5
22.2,26.945,489.0
22.2,27.0,504.0
22.2,27.0,502.333333333333
22.2,27.0,524.0
22.2,26.963333333333303,550.0
22.2,26.84,554.2
22.26,26.856666666666698,562.333333333333
22.29,26.865,568.5
22.315,26.865,606.5
22.39,26.79,696.5
22.39,26.9725,657.25
22.426666666666698,27.0,744.0
22.4725,26.89,708.75
22.533333333333303,26.823333333333302,607.0
