Humidity,Temperature,Light,date
27.39,22.29,0.0,2015-02-04 19:00:00
27.29,22.29,0.0,2015-02-04 19:01:00
27.29,22.29,0.0,2015-02-04 19:01:59
27.315,22.2675,0.0,2015-02-04 19:02:59
27.29,22.2,0.0,2015-02-04 19:04:00
27.29,22.245,0.0,2015-02-04 19:05:00
27.29,22.2,0.0,2015-02-04 19:06:00
27.29,22.2,0.0,2015-02-04 19:07:00
27.29,22.2,0.0,2015-02-04 19:08:00
27.245,22.245,0.0,2015-02-04 19:08:59
27.2,22.2,0.0,2015-02-04 19:09:59
27.29,22.2,0.0,2015-02-04 19:11:00
27.29,22.2,0.0,2015-02-04 19:12:00
27.29,22.2,0.0,2015-02-04 19:13:00
27.245,22.15,0.0,2015-02-04 19:14:00
27.2,22.2,0.0,2015-02-04 19:14:59
27.245,22.15,0.0,2015-02-04 19:15:59
27.245,22.2,0.0,2015-02-04 19:17:00
27.245,22.1,0.0,2015-02-04 19:18:00
27.2,22.1,0.0,2015-02-04 19:19:00
27.2,22.1333333333333,0.0,2015-02-04 19:20:00
27.2,22.2,0.0,2015-02-04 19:21:00
27.2,22.1,0.0,2015-02-04 19:21:59
27.2,22.125,0.0,2015-02-04 19:23:00
27.2,22.2,0.0,2015-02-04 19:24:00
27.15,22.1,0.0,2015-02-04 19:25:00
27.2,22.1,0.0,2015-02-04 19:25:59
27.2,22.1,0.0,2015-02-04 19:27:00
27.2,22.1,0.0,2015-02-04 19:27:59
27.2,22.1,0.0,2015-02-04 19:28:59
27.2,22.1,0.0,2015-02-04 19:30:00
27.2,22.1,0.0,2015-02-04 19:31:00
27.2,22.1,0.0,2015-02-04 19:32:00
27.2,22.1,0.0,2015-02-04 19:33:00
27.15,22.1,0.0,2015-02-04 19:34:00
27.1666666666667,22.0666666666667,0.0,2015-02-04 19:34:59
27.1,22.1,0.0,2015-02-04 19:36:00
27.1,22.0,0.0,2015-02-04 19:37:00
27.1,22.0,0.0,2015-02-04 19:38:00
27.15,22.05,0.0,2015-02-04 19:38:59
27.1,22.0,0.0,2015-02-04 19:40:00
27.1,22.0,0.0,2015-02-04 19:40:59
27.1,22.0,0.0,2015-02-04 19:41:59
27.1,22.0,0.0,2015-02-04 19:43:00
27.1,21.9175,0.0,2015-02-04 19:44:00
27.1,21.945,0.0,2015-02-04 19:45:00
27.1,21.926666666666698,0.0,2015-02-04 19:46:00
27.1,21.89,0.0,2015-02-04 19:46:59
27.1,21.89,0.0,2015-02-04 19:47:59
27.1,21.89,0.0,2015-02-04 19:49:00
27.1,21.89,0.0,2015-02-04 19:50:00
27.1,21.89,0.0,2015-02-04 19:51:00
27.1,21.89,0.0,2015-02-04 19:52:00
27.1,21.89,0.0,2015-02-04 19:53:00
27.1,21.89,0.0,2015-02-04 19:53:59
27.1,21.89,0.0,2015-02-04 19:54:59
27.1,21.84,0.0,2015-02-04 19:56:00
27.1,21.856666666666698,0.0,2015-02-04 19:57:00
27.1,21.79,0.0,2015-02-04 19:58:00
27.1,21.79,0.0,2015-02-04 19:59:00
27.1,21.79,0.0,2015-02-04 19:59:59
27.1,21.79,0.0,2015-02-04 20:00:59
27.1,21.79,0.0,2015-02-04 20:02:00
27.1,21.79,0.0,2015-02-04 20:03:00
27.1,21.79,0.0,2015-02-04 20:04:00
27.1,21.79,0.0,2015-02-04 20:05:00
27.1,21.745,0.0,2015-02-04 20:06:00
27.1,21.7,0.0,2015-02-04 20:06:59
27.1,21.76,0.0,2015-02-04 20:08:00
27.05,21.745,0.0,2015-02-04 20:09:00
27.05,21.79,0.0,2015-02-04 20:10:00
27.0,21.73,0.0,2015-02-04 20:10:59
27.0,21.745,0.0,2015-02-04 20:12:00
27.0,21.745,0.0,2015-02-04 20:12:59
27.0,21.745,0.0,2015-02-04 20:13:59
27.0,21.7,0.0,2015-02-04 20:15:00
27.0,21.7,0.0,2015-02-04 20:16:00
27.0,21.7,0.0,2015-02-04 20:17:00
26.89,21.7,0.0,2015-02-04 20:18:00
26.89,21.7,0.0,2015-02-04 20:19:00
26.89,21.7,0.0,2015-02-04 20:19:59
26.89,21.7,0.0,2015-02-04 20:21:00
26.89,21.7,0.0,2015-02-04 20:22:00
26.89,21.7,0.0,2015-02-04 20:23:00
26.89,21.7,0.0,2015-02-04 20:23:59
26.89,21.7,0.0,2015-02-04 20:25:00
26.79,21.7,0.0,2015-02-04 20:25:59
26.79,21.7,0.0,2015-02-04 20:26:59
26.79,21.7,0.0,2015-02-04 20:28:00
26.79,21.7,0.0,2015-02-04 20:29:00
26.7675,21.7,0.0,2015-02-04 20:30:00
26.79,21.7,0.0,2015-02-04 20:31:00
26.79,21.7,0.0,2015-02-04 20:31:59
26.79,21.7,0.0,2015-02-04 20:32:59
26.7,21.7,0.0,2015-02-04 20:34:00
26.7,21.7,0.0,2015-02-04 20:35:00
26.7,21.7,0.0,2015-02-04 20:36:00
26.7,21.6,0.0,2015-02-04 20:37:00
26.6,21.6,0.0,2015-02-04 20:38:00
26.65,21.6,0.0,2015-02-04 20:38:59
26.6,21.6,0.0,2015-02-04 20:39:59
26.65,21.65,0.0,2015-02-04 20:41:00
26.55,21.6,0.0,2015-02-04 20:42:00
26.5,21.6,0.0,2015-02-04 20:43:00
26.5,21.6,0.0,2015-02-04 20:44:00
26.5,21.6,0.0,2015-02-04 20:44:59
26.5,21.6,0.0,2015-02-04 20:45:59
26.55,21.65,0.0,2015-02-04 20:47:00
26.5,21.6,0.0,2015-02-04 20:48:00
26.445,21.6,0.0,2015-02-04 20:49:00
26.4725,21.6,0.0,2015-02-04 20:50:00
26.445,21.6,0.0,2015-02-04 20:51:00
26.445,21.6,0.0,2015-02-04 20:51:59
26.39,21.6,0.0,2015-02-04 20:53:00
26.39,21.6,0.0,2015-02-04 20:54:00
26.39,21.6,0.0,2015-02-04 20:55:00
26.39,21.6,0.0,2015-02-04 20:55:59
26.39,21.6,0.0,2015-02-04 20:57:00
26.315,21.575,0.0,2015-02-04 20:57:59
26.29,21.6,0.0,2015-02-04 20:58:59
26.29,21.6,0.0,2015-02-04 21:00:00
26.245,21.55,0.0,2015-02-04 21:01:00
26.245,21.55,0.0,2015-02-04 21:02:00
26.2,21.5,0.0,2015-02-04 21:03:00
26.2,21.5666666666667,0.0,2015-02-04 21:04:00
26.2,21.5,0.0,2015-02-04 21:04:59
26.2,21.5,0.0,2015-02-04 21:06:00
26.15,21.5,0.0,2015-02-04 21:07:00
26.15,21.5,0.0,2015-02-04 21:08:00
26.1,21.5,0.0,2015-02-04 21:08:59
26.1,21.5,0.0,2015-02-04 21:10:00
26.1,21.5,0.0,2015-02-04 21:10:59
26.1,21.5,0.0,2015-02-04 21:11:59
26.05,21.5,0.0,2015-02-04 21:13:00
26.1,21.5,0.0,2015-02-04 21:14:00
26.0,21.5,0.0,2015-02-04 21:15:00
26.0,21.5,0.0,2015-02-04 21:16:00
26.0,21.5,0.0,2015-02-04 21:16:59
26.0,21.5,0.0,2015-02-04 21:17:59
26.0,21.5,0.0,2015-02-04 21:19:00
26.0,21.5,0.0,2015-02-04 21:20:00
26.0,21.5,0.0,2015-02-04 21:21:00
25.89,21.5,0.0,2015-02-04 21:22:00
26.0,21.5,0.0,2015-02-04 21:23:00
26.0,21.5,0.0,2015-02-04 21:23:59
25.926666666666698,21.5,0.0,2015-02-04 21:24:59
25.89,21.5,0.0,2015-02-04 21:26:00
25.89,21.5,0.0,2015-02-04 21:27:00
25.89,21.5,0.0,2015-02-04 21:28:00
25.84,21.5,0.0,2015-02-04 21:29:00
25.84,21.5,0.0,2015-02-04 21:29:59
25.89,21.5,0.0,2015-02-04 21:30:59
25.89,21.5,0.0,2015-02-04 21:32:00
25.89,21.5,0.0,2015-02-04 21:33:00
25.865,21.4725,0.0,2015-02-04 21:34:00
25.84,21.5,0.0,2015-02-04 21:35:00
25.79,21.5,0.0,2015-02-04 21:36:00
25.79,21.5,0.0,2015-02-04 21:36:59
25.79,21.5,0.0,2015-02-04 21:38:00
25.745,21.445,0.0,2015-02-04 21:39:00
25.745,21.445,0.0,2015-02-04 21:40:00
25.76,21.463333333333303,0.0,2015-02-04 21:40:59
25.745,21.445,0.0,2015-02-04 21:42:00
25.79,21.5,0.0,2015-02-04 21:42:59
25.73,21.426666666666698,0.0,2015-02-04 21:43:59
25.7,21.39,0.0,2015-02-04 21:45:00
25.7,21.39,0.0,2015-02-04 21:46:00
25.745,21.445,0.0,2015-02-04 21:47:00
25.79,21.5,0.0,2015-02-04 21:48:00
25.7,21.39,0.0,2015-02-04 21:49:00
25.745,21.445,0.0,2015-02-04 21:49:59
25.745,21.445,0.0,2015-02-04 21:51:00
25.7,21.39,0.0,2015-02-04 21:52:00
25.79,21.5,0.0,2015-02-04 21:53:00
25.7,21.39,0.0,2015-02-04 21:53:59
25.73,21.426666666666698,0.0,2015-02-04 21:55:00
25.7,21.39,0.0,2015-02-04 21:55:59
25.7,21.39,0.0,2015-02-04 21:56:59
25.7,21.39,0.0,2015-02-04 21:58:00
25.7,21.39,0.0,2015-02-04 21:59:00
25.7,21.39,0.0,2015-02-04 22:00:00
25.7,21.39,0.0,2015-02-04 22:01:00
25.7,21.39,0.0,2015-02-04 22:01:59
25.7,21.39,0.0,2015-02-04 22:02:59
25.7,21.39,0.0,2015-02-04 22:04:00
25.7,21.39,0.0,2015-02-04 22:05:00
25.7,21.39,0.0,2015-02-04 22:06:00
25.7,21.39,0.0,2015-02-04 22:07:00
25.7,21.39,0.0,2015-02-04 22:08:00
25.7,21.39,0.0,2015-02-04 22:08:59
25.7,21.39,0.0,2015-02-04 22:09:59
25.7,21.39,0.0,2015-02-04 22:11:00
25.7,21.39,0.0,2015-02-04 22:12:00
25.7,21.39,0.0,2015-02-04 22:13:00
25.7,21.39,0.0,2015-02-04 22:14:00
25.7,21.39,0.0,2015-02-04 22:14:59
25.7,21.39,0.0,2015-02-04 22:15:59
25.7,21.39,0.0,2015-02-04 22:17:00
25.7,21.34,0.0,2015-02-04 22:18:00
25.7,21.39,0.0,2015-02-04 22:19:00
25.7,21.39,0.0,2015-02-04 22:20:00
25.7,21.39,0.0,2015-02-04 22:21:00
25.7,21.29,0.0,2015-02-04 22:21:59
25.7,21.34,0.0,2015-02-04 22:23:00
25.7,21.29,0.0,2015-02-04 22:24:00
25.7,21.34,0.0,2015-02-04 22:25:00
25.7,21.323333333333302,0.0,2015-02-04 22:25:59
25.7,21.34,0.0,2015-02-04 22:27:00
25.7,21.29,0.0,2015-02-04 22:27:59
25.7,21.39,0.0,2015-02-04 22:28:59
25.7,21.39,0.0,2015-02-04 22:30:00
25.7,21.29,0.0,2015-02-04 22:31:00
25.7,21.29,0.0,2015-02-04 22:32:00
25.7,21.34,0.0,2015-02-04 22:33:00
25.7,21.29,0.0,2015-02-04 22:34:00
25.7,21.39,0.0,2015-02-04 22:34:59
25.7,21.29,0.0,2015-02-04 22:36:00
25.7,21.34,0.0,2015-02-04 22:37:00
25.7,21.29,0.0,2015-02-04 22:38:00
25.7,21.29,0.0,2015-02-04 22:38:59
25.7,21.29,0.0,2015-02-04 22:40:00
25.7,21.29,0.0,2015-02-04 22:40:59
25.7,21.29,0.0,2015-02-04 22:41:59
25.7,21.29,0.0,2015-02-04 22:43:00
25.7,21.29,0.0,2015-02-04 22:44:00
25.7,21.29,0.0,2015-02-04 22:45:00
25.7,21.29,0.0,2015-02-04 22:46:00
25.7,21.29,0.0,2015-02-04 22:46:59
25.7,21.29,0.0,2015-02-04 22:47:59
25.7,21.29,0.0,2015-02-04 22:49:00
25.7,21.29,0.0,2015-02-04 22:50:00
25.7,21.29,0.0,2015-02-04 22:51:00
25.6,21.2,0.0,2015-02-04 22:52:00
25.7,21.29,0.0,2015-02-04 22:53:00
25.7,21.29,0.0,2015-02-04 22:53:59
25.6666666666667,21.26,0.0,2015-02-04 22:54:59
25.65,21.245,0.0,2015-02-04 22:56:00
25.6333333333333,21.23,0.0,2015-02-04 22:57:00
25.7,21.29,0.0,2015-02-04 22:58:00
25.6,21.2,0.0,2015-02-04 22:59:00
25.6,21.2,0.0,2015-02-04 22:59:59
25.65,21.245,0.0,2015-02-04 23:00:59
25.65,21.245,0.0,2015-02-04 23:02:00
25.6,21.2,0.0,2015-02-04 23:03:00
25.6,21.2,0.0,2015-02-04 23:04:00
25.6,21.2,0.0,2015-02-04 23:05:00
25.6,21.2,0.0,2015-02-04 23:06:00
25.6,21.2,0.0,2015-02-04 23:06:59
25.6,21.2,0.0,2015-02-04 23:08:00
25.6,21.2,0.0,2015-02-04 23:09:00
25.6,21.2,0.0,2015-02-04 23:10:00
25.6,21.2,0.0,2015-02-04 23:10:59
25.6,21.2,0.0,2015-02-04 23:12:00
25.55,21.2,0.0,2015-02-04 23:12:59
25.5,21.2,0.0,2015-02-04 23:13:59
25.5,21.2,0.0,2015-02-04 23:15:00
25.5,21.2,0.0,2015-02-04 23:16:00
25.5,21.2,0.0,2015-02-04 23:17:00
25.5,21.2,0.0,2015-02-04 23:18:00
25.5,21.2,0.0,2015-02-04 23:19:00
25.445,21.2,0.0,2015-02-04 23:19:59
25.5,21.2,0.0,2015-02-04 23:21:00
25.39,21.2,0.0,2015-02-04 23:22:00
25.39,21.2,0.0,2015-02-04 23:23:00
25.39,21.2,0.0,2015-02-04 23:23:59
25.39,21.2,0.0,2015-02-04 23:25:00
25.39,21.2,0.0,2015-02-04 23:25:59
25.39,21.2,0.0,2015-02-04 23:26:59
25.39,21.2,0.0,2015-02-04 23:28:00
25.39,21.2,0.0,2015-02-04 23:29:00
25.39,21.2,0.0,2015-02-04 23:30:00
25.39,21.2,0.0,2015-02-04 23:31:00
25.29,21.2,0.0,2015-02-04 23:31:59
25.39,21.2,0.0,2015-02-04 23:32:59
25.29,21.2,0.0,2015-02-04 23:34:00
25.34,21.2,0.0,2015-02-04 23:35:00
25.39,21.2,0.0,2015-02-04 23:36:00
25.34,21.2,0.0,2015-02-04 23:37:00
25.29,21.2,0.0,2015-02-04 23:38:00
25.365,21.2,0.0,2015-02-04 23:38:59
25.39,21.2,0.0,2015-02-04 23:39:59
25.39,21.2,0.0,2015-02-04 23:41:00
25.39,21.15,0.0,2015-02-04 23:42:00
25.39,21.2,0.0,2015-02-04 23:43:00
25.39,21.2,0.0,2015-02-04 23:44:00
25.39,21.2,0.0,2015-02-04 23:44:59
25.29,21.2,0.0,2015-02-04 23:45:59
25.34,21.2,0.0,2015-02-04 23:47:00
25.29,21.2,0.0,2015-02-04 23:48:00
25.29,21.2,0.0,2015-02-04 23:49:00
25.29,21.2,0.0,2015-02-04 23:50:00
25.29,21.2,0.0,2015-02-04 23:51:00
25.29,21.2,0.0,2015-02-04 23:51:59
25.29,21.2,0.0,2015-02-04 23:53:00
25.29,21.2,0.0,2015-02-04 23:54:00
25.29,21.2,0.0,2015-02-04 23:55:00
25.245,21.245,0.0,2015-02-04 23:55:59
25.23,21.23,0.0,2015-02-04 23:57:00
25.29,21.29,0.0,2015-02-04 23:57:59
25.2,21.2,0.0,2015-02-04 23:58:59
25.245,21.245,0.0,2015-02-05 00:00:00
25.245,21.245,0.0,2015-02-05 00:01:00
25.26,21.26,0.0,2015-02-05 00:02:00
25.245,21.245,0.0,2015-02-05 00:03:00
25.2,21.245,0.0,2015-02-05 00:04:00
25.2,21.29,0.0,2015-02-05 00:04:59
25.2,21.245,0.0,2015-02-05 00:06:00
25.2,21.29,0.0,2015-02-05 00:07:00
25.2,21.29,0.0,2015-02-05 00:08:00
25.2,21.29,0.0,2015-02-05 00:08:59
25.2,21.29,0.0,2015-02-05 00:10:00
25.2,21.29,0.0,2015-02-05 00:10:59
25.2,21.29,0.0,2015-02-05 00:11:59
25.2,21.29,0.0,2015-02-05 00:13:00
25.2,21.29,0.0,2015-02-05 00:14:00
25.2,21.29,0.0,2015-02-05 00:15:00
25.2,21.29,0.0,2015-02-05 00:16:00
25.2,21.29,0.0,2015-02-05 00:16:59
25.2,21.29,0.0,2015-02-05 00:17:59
25.2,21.29,0.0,2015-02-05 00:19:00
25.2,21.29,0.0,2015-02-05 00:20:00
25.2,21.29,0.0,2015-02-05 00:21:00
25.2,21.29,0.0,2015-02-05 00:22:00
25.2,21.29,0.0,2015-02-05 00:23:00
25.2,21.29,0.0,2015-02-05 00:23:59
25.2,21.29,0.0,2015-02-05 00:24:59
25.245,21.29,0.0,2015-02-05 00:26:00
25.245,21.29,0.0,2015-02-05 00:27:00
25.2,21.2,0.0,2015-02-05 00:28:00
25.2,21.2,0.0,2015-02-05 00:29:00
25.2,21.2,0.0,2015-02-05 00:29:59
25.2,21.2,0.0,2015-02-05 00:30:59
25.2,21.2,0.0,2015-02-05 00:32:00
25.245,21.2,0.0,2015-02-05 00:33:00
25.245,21.2,0.0,2015-02-05 00:34:00
25.29,21.2,0.0,2015-02-05 00:35:00
25.29,21.2,0.0,2015-02-05 00:36:00
25.29,21.2,0.0,2015-02-05 00:36:59
25.356666666666698,21.1666666666667,0.0,2015-02-05 00:38:00
25.39,21.1666666666667,0.0,2015-02-05 00:39:00
25.39,21.15,0.0,2015-02-05 00:40:00
25.39,21.1,0.0,2015-02-05 00:40:59
25.39,21.15,0.0,2015-02-05 00:42:00
25.39,21.1,0.0,2015-02-05 00:42:59
25.39,21.1,0.0,2015-02-05 00:43:59
25.463333333333303,21.1,0.0,2015-02-05 00:45:00
25.5,21.1,0.0,2015-02-05 00:46:00
25.5,21.1,0.0,2015-02-05 00:47:00
25.445,21.05,0.0,2015-02-05 00:48:00
25.5,21.1,0.0,2015-02-05 00:49:00
25.445,21.05,0.0,2015-02-05 00:49:59
25.445,21.05,0.0,2015-02-05 00:51:00
25.5,21.1,0.0,2015-02-05 00:52:00
25.39,21.0,0.0,2015-02-05 00:53:00
25.5,21.1,0.0,2015-02-05 00:53:59
25.5,21.1,0.0,2015-02-05 00:55:00
25.5,21.1,0.0,2015-02-05 00:55:59
25.39,21.1,0.0,2015-02-05 00:56:59
25.39,21.1,0.0,2015-02-05 00:58:00
25.39,21.1,0.0,2015-02-05 00:59:00
25.39,21.1,0.0,2015-02-05 01:00:00
25.39,21.1,0.0,2015-02-05 01:01:00
25.34,21.05,0.0,2015-02-05 01:01:59
25.39,21.1,0.0,2015-02-05 01:02:59
25.39,21.1,0.0,2015-02-05 01:04:00
25.39,21.1,0.0,2015-02-05 01:05:00
25.39,21.1,0.0,2015-02-05 01:06:00
25.39,21.15,0.0,2015-02-05 01:07:00
25.39,21.1,0.0,2015-02-05 01:08:00
25.39,21.125,0.0,2015-02-05 01:08:59
25.39,21.1333333333333,0.0,2015-02-05 01:09:59
25.34,21.1,0.0,2015-02-05 01:11:00
25.34,21.1,0.0,2015-02-05 01:12:00
25.34,21.15,0.0,2015-02-05 01:13:00
25.29,21.2,0.0,2015-02-05 01:14:00
25.29,21.15,0.0,2015-02-05 01:14:59
25.245,21.15,0.0,2015-02-05 01:15:59
25.245,21.2,0.0,2015-02-05 01:17:00
25.2,21.2,0.0,2015-02-05 01:18:00
25.2,21.2,0.0,2015-02-05 01:19:00
25.2,21.1333333333333,0.0,2015-02-05 01:20:00
25.2,21.1666666666667,0.0,2015-02-05 01:21:00
25.2,21.2,0.0,2015-02-05 01:21:59
25.2,21.2,0.0,2015-02-05 01:23:00
25.2,21.2,0.0,2015-02-05 01:24:00
25.2,21.2,0.0,2015-02-05 01:25:00
25.2,21.2,0.0,2015-02-05 01:25:59
25.2,21.2,0.0,2015-02-05 01:27:00
25.1,21.2,0.0,2015-02-05 01:27:59
25.1,21.2,0.0,2015-02-05 01:28:59
25.1,21.2,0.0,2015-02-05 01:30:00
25.15,21.2,0.0,2015-02-05 01:31:00
25.1,21.2,0.0,2015-02-05 01:32:00
25.1,21.2,0.0,2015-02-05 01:33:00
25.1,21.2,0.0,2015-02-05 01:34:00
25.1,21.2,0.0,2015-02-05 01:34:59
25.1,21.2,0.0,2015-02-05 01:36:00
25.1,21.2,0.0,2015-02-05 01:37:00
25.1,21.2,0.0,2015-02-05 01:38:00
25.1,21.2,0.0,2015-02-05 01:38:59
25.1,21.2,0.0,2015-02-05 01:40:00
25.1,21.2,0.0,2015-02-05 01:40:59
25.1,21.2,0.0,2015-02-05 01:41:59
25.05,21.2,0.0,2015-02-05 01:43:00
25.0,21.2,0.0,2015-02-05 01:44:00
25.0,21.2,0.0,2015-02-05 01:45:00
25.0,21.2,0.0,2015-02-05 01:46:00
25.0,21.2,0.0,2015-02-05 01:46:59
25.0,21.2,0.0,2015-02-05 01:47:59
25.0,21.2,0.0,2015-02-05 01:49:00
25.1,21.2,0.0,2015-02-05 01:50:00
25.1,21.125,0.0,2015-02-05 01:51:00
25.0,21.1,0.0,2015-02-05 01:52:00
25.1,21.1,0.0,2015-02-05 01:53:00
25.1,21.1,0.0,2015-02-05 01:53:59
25.0666666666667,21.1,0.0,2015-02-05 01:54:59
25.0,21.1,0.0,2015-02-05 01:56:00
25.1,21.1,0.0,2015-02-05 01:57:00
25.05,21.05,0.0,2015-02-05 01:58:00
25.1,21.1,0.0,2015-02-05 01:59:00
25.1,21.1,0.0,2015-02-05 01:59:59
25.0,21.0,0.0,2015-02-05 02:00:59
25.0,21.0,0.0,2015-02-05 02:02:00
25.0,21.0,0.0,2015-02-05 02:03:00
25.0,21.0,0.0,2015-02-05 02:04:00
25.0,21.0,0.0,2015-02-05 02:05:00
25.0,21.0,0.0,2015-02-05 02:06:00
25.0,21.0,0.0,2015-02-05 02:06:59
25.0,21.0,0.0,2015-02-05 02:08:00
25.0,21.0,0.0,2015-02-05 02:09:00
25.05,21.0,0.0,2015-02-05 02:10:00
25.1,21.0,0.0,2015-02-05 02:10:59
25.0,21.0,0.0,2015-02-05 02:12:00
25.0,21.0,0.0,2015-02-05 02:12:59
25.0,21.0,0.0,2015-02-05 02:13:59
25.0,21.0,0.0,2015-02-05 02:15:00
25.0,21.0,0.0,2015-02-05 02:16:00
25.0,21.0,0.0,2015-02-05 02:17:00
25.0,21.0,0.0,2015-02-05 02:18:00
25.0,21.0,0.0,2015-02-05 02:19:00
25.0,21.0,0.0,2015-02-05 02:19:59
25.0,21.0,0.0,2015-02-05 02:21:00
25.0,21.0,0.0,2015-02-05 02:22:00
24.89,21.0,0.0,2015-02-05 02:23:00
24.89,21.0,0.0,2015-02-05 02:23:59
24.89,21.0,0.0,2015-02-05 02:25:00
24.945,21.05,0.0,2015-02-05 02:25:59
24.945,21.05,0.0,2015-02-05 02:26:59
24.89,21.0,0.0,2015-02-05 02:28:00
24.926666666666698,21.033333333333303,0.0,2015-02-05 02:29:00
24.945,21.05,0.0,2015-02-05 02:30:00
24.945,21.05,0.0,2015-02-05 02:31:00
25.0,21.1,0.0,2015-02-05 02:31:59
24.945,21.05,0.0,2015-02-05 02:32:59
24.89,21.0,0.0,2015-02-05 02:34:00
24.89,21.1,0.0,2015-02-05 02:35:00
24.89,21.1,0.0,2015-02-05 02:36:00
24.89,21.033333333333303,0.0,2015-02-05 02:37:00
24.9725,21.075,0.0,2015-02-05 02:38:00
24.926666666666698,21.033333333333303,0.0,2015-02-05 02:38:59
24.945,21.1,0.0,2015-02-05 02:39:59
24.9175,21.1,0.0,2015-02-05 02:41:00
24.89,21.1,0.0,2015-02-05 02:42:00
24.89,21.1,0.0,2015-02-05 02:43:00
24.89,21.1,0.0,2015-02-05 02:44:00
24.89,21.1,0.0,2015-02-05 02:44:59
24.84,21.05,0.0,2015-02-05 02:45:59
24.89,21.1,0.0,2015-02-05 02:47:00
24.84,21.05,0.0,2015-02-05 02:48:00
24.856666666666698,21.0666666666667,0.0,2015-02-05 02:49:00
24.89,21.1,0.0,2015-02-05 02:50:00
24.823333333333302,21.033333333333303,0.0,2015-02-05 02:51:00
24.84,21.025,0.0,2015-02-05 02:51:59
24.79,21.0,0.0,2015-02-05 02:53:00
24.823333333333302,21.0,0.0,2015-02-05 02:54:00
24.856666666666698,21.0,0.0,2015-02-05 02:55:00
24.89,21.0,0.0,2015-02-05 02:55:59
24.89,21.0,0.0,2015-02-05 02:57:00
24.89,21.0,0.0,2015-02-05 02:57:59
24.84,21.0,0.0,2015-02-05 02:58:59
24.89,21.0,0.0,2015-02-05 03:00:00
24.89,21.0,0.0,2015-02-05 03:01:00
