Temperature,Humidity,Temperature
21.2,25.29,21.2
21.2,25.39,21.2
21.2,25.29,21.2
21.2,25.34,21.2
21.2,25.39,21.2
21.2,25.34,21.2
21.2,25.29,21.2
21.2,25.365,21.2
21.2,25.39,21.2
21.2,25.39,21.2
21.15,25.39,21.15
21.2,25.39,21.2
21.2,25.39,21.2
21.2,25.39,21.2
21.2,25.29,21.2
21.2,25.34,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.245,25.245,21.245
21.23,25.23,21.23
21.29,25.29,21.29
21.2,25.2,21.2
21.245,25.245,21.245
21.245,25.245,21.245
21.26,25.26,21.26
21.245,25.245,21.245
21.245,25.2,21.245
21.29,25.2,21.29
21.245,25.2,21.245
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.2,21.29
21.29,25.245,21.29
21.29,25.245,21.29
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.245,21.2
21.2,25.245,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.2,25.29,21.2
21.1666666666667,25.356666666666694,21.1666666666667
21.1666666666667,25.39,21.1666666666667
21.15,25.39,21.15
21.1,25.39,21.1
21.15,25.39,21.15
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.463333333333306,21.1
21.1,25.5,21.1
21.1,25.5,21.1
21.05,25.445,21.05
21.1,25.5,21.1
21.05,25.445,21.05
21.05,25.445,21.05
21.1,25.5,21.1
21.0,25.39,21.0
21.1,25.5,21.1
21.1,25.5,21.1
21.1,25.5,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.05,25.34,21.05
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.1,25.39,21.1
21.15,25.39,21.15
21.1,25.39,21.1
21.125,25.39,21.125
21.1333333333333,25.39,21.1333333333333
21.1,25.34,21.1
21.1,25.34,21.1
21.15,25.34,21.15
21.2,25.29,21.2
21.15,25.29,21.15
21.15,25.245,21.15
21.2,25.245,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.1333333333333,25.2,21.1333333333333
21.1666666666667,25.2,21.1666666666667
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.2,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.15,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.1,21.2
21.2,25.05,21.2
21.2,25.0,21.2
21.2,25.0,21.2
21.2,25.0,21.2
21.2,25.0,21.2
21.2,25.0,21.2
21.2,25.0,21.2
21.2,25.1,21.2
21.125,25.1,21.125
21.1,25.0,21.1
21.1,25.1,21.1
21.1,25.1,21.1
21.1,25.0666666666667,21.1
21.1,25.0,21.1
21.1,25.1,21.1
21.05,25.05,21.05
21.1,25.1,21.1
21.1,25.1,21.1
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.05,21.0
21.0,25.1,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,25.0,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.05,24.945,21.05
21.05,24.945,21.05
21.0,24.89,21.0
21.033333333333303,24.926666666666694,21.033333333333303
21.05,24.945,21.05
21.05,24.945,21.05
21.1,25.0,21.1
21.05,24.945,21.05
21.0,24.89,21.0
21.1,24.89,21.1
21.1,24.89,21.1
21.033333333333303,24.89,21.033333333333303
21.075,24.9725,21.075
21.033333333333303,24.926666666666694,21.033333333333303
21.1,24.945,21.1
21.1,24.9175,21.1
21.1,24.89,21.1
21.1,24.89,21.1
21.1,24.89,21.1
21.1,24.89,21.1
21.05,24.84,21.05
21.1,24.89,21.1
21.05,24.84,21.05
21.0666666666667,24.856666666666694,21.0666666666667
21.1,24.89,21.1
21.033333333333303,24.823333333333306,21.033333333333303
21.025,24.84,21.025
21.0,24.79,21.0
21.0,24.823333333333306,21.0
21.0,24.856666666666694,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.84,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
21.0,24.89,21.0
20.945,24.89,20.945
20.963333333333303,24.89,20.963333333333303
20.89,24.89,20.89
20.926666666666698,24.89,20.926666666666698
21.0,24.89,21.0
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.89,24.89,20.89
20.926666666666698,24.79,20.926666666666698
20.89,24.79,20.89
20.89,24.79,20.89
20.926666666666698,24.79,20.926666666666698
20.945,24.79,20.945
21.0,24.7,21.0
21.0,24.7,21.0
21.0,24.7,21.0
21.0,24.7,21.0
21.0,24.6333333333333,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.6,21.0
21.0,24.5666666666667,21.0
21.0,24.55,21.0
21.0,24.5,21.0
21.0,24.5,21.0
21.0,24.5,21.0
21.0,24.5,21.0
21.0,24.5,21.0
21.0,24.5,21.0
21.0,24.445,21.0
21.0,24.445,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.5,21.0
21.0,24.426666666666694,21.0
21.0,24.5,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.39,21.0
21.0,24.356666666666694,21.0
21.0,24.29,21.0
20.89,24.39,20.89
20.945,24.39,20.945
21.0,24.39,21.0
20.89,24.39,20.89
20.89,24.39,20.89
20.89,24.39,20.89
20.89,24.29,20.89
20.89,24.34,20.89
20.856666666666698,24.356666666666694,20.856666666666698
20.89,24.39,20.89
20.89,24.34,20.89
20.89,24.39,20.89
20.89,24.29,20.89
20.89,24.29,20.89
20.84,24.245,20.84
20.89,24.39,20.89
20.89,24.29,20.89
20.856666666666698,24.26,20.856666666666698
20.89,24.29,20.89
20.89,24.29,20.89
20.89,24.29,20.89
20.89,24.29,20.89
20.89,24.2,20.89
20.89,24.29,20.89
20.89,24.2,20.89
20.856666666666698,24.1666666666667,20.856666666666698
20.89,24.2,20.89
20.89,24.2,20.89
20.865,24.175,20.865
20.89,24.2,20.89
20.89,24.175,20.89
20.89,24.2,20.89
20.89,24.15,20.89
20.89,24.2,20.89
20.89,24.1,20.89
20.89,24.0,20.89
20.945,24.0,20.945
21.0,24.0,21.0
20.945,24.0,20.945
20.945,24.0,20.945
20.926666666666698,24.0,20.926666666666698
20.89,24.0,20.89
20.89,24.0,20.89
20.945,24.0,20.945
20.89,23.89,20.89
21.0,23.89,21.0
21.0,23.84,21.0
21.0,23.823333333333306,21.0
21.0,23.79,21.0
21.0,23.79,21.0
21.0,23.79,21.0
21.0,23.79,21.0
21.0,23.79,21.0
21.0,23.7675,21.0
21.0,23.79,21.0
21.0,23.79,21.0
20.963333333333303,23.79,20.963333333333303
20.89,23.79,20.89
20.89,23.73,20.89
20.9175,23.7225,20.9175
20.89,23.7,20.89
20.89,23.7,20.89
20.89,23.6,20.89
20.89,23.7,20.89
20.89,23.6,20.89
20.89,23.6,20.89
20.89,23.6,20.89
20.89,23.6333333333333,20.89
20.89,23.6,20.89
20.89,23.6,20.89
20.89,23.6,20.89
20.89,23.6,20.89
20.945,23.6,20.945
20.89,23.6,20.89
20.89,23.6,20.89
20.945,23.5,20.945
20.89,23.5,20.89
20.945,23.5,20.945
20.945,23.5,20.945
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.926666666666698,23.5,20.926666666666698
20.89,23.5,20.89
20.89,23.5,20.89
20.945,23.5,20.945
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.445,20.89
20.89,23.445,20.89
20.89,23.39,20.89
20.89,23.445,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.445,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.5,20.89
20.89,23.426666666666694,20.89
20.89,23.445,20.89
20.89,23.39,20.89
20.89,23.445,20.89
20.89,23.39,20.89
20.84,23.395,20.84
20.89,23.39,20.89
20.84,23.34,20.84
20.89,23.39,20.89
20.89,23.39,20.89
20.89,23.39,20.89
20.84,23.34,20.84
20.89,23.39,20.89
20.89,23.34,20.89
20.865,23.2925,20.865
20.89,23.34,20.89
20.856666666666698,23.26,20.856666666666698
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.29,20.89
20.84,23.245,20.84
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.2,20.89
20.89,23.2,20.89
20.89,23.2,20.89
20.89,23.2,20.89
20.89,23.2,20.89
20.89,23.15,20.89
20.89,23.15,20.89
20.84,23.075,20.84
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.856666666666698,23.0666666666667,20.856666666666698
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.1,20.89
20.89,23.0,20.89
20.84,23.05,20.84
20.89,23.1,20.89
20.856666666666698,23.0666666666667,20.856666666666698
20.89,23.0,20.89
20.89,23.0,20.89
20.89,23.0,20.89
20.79,22.89,20.79
20.79,22.89,20.79
20.84,22.945,20.84
20.79,22.89,20.79
20.79,22.84,20.79
20.79,22.84,20.79
20.79,22.89,20.79
20.79,22.89,20.79
20.79,22.89,20.79
20.7,22.89,20.7
20.745,22.84,20.745
20.7,22.89,20.7
20.745,22.84,20.745
20.79,22.79,20.79
20.7,22.79,20.7
20.7,22.79,20.7
20.76,22.79,20.76
20.7,22.79,20.7
20.7,22.79,20.7
20.7,22.79,20.7
20.73,22.79,20.73
20.7,22.79,20.7
20.7,22.7,20.7
20.73,22.7,20.73
20.7,22.7,20.7
20.7,22.7675,20.7
20.7,22.79,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.7,20.7
20.7,22.65,20.7
20.7,22.6333333333333,20.7
20.7,22.6,20.7
20.7,22.6,20.7
20.7,22.6,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.5,20.7
20.7,22.445,20.7
20.7,22.5,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.39,20.7
20.7,22.4175,20.7
20.7,22.5,20.7
20.7,22.463333333333306,20.7
20.7225,22.5,20.7225
20.73,22.5,20.73
20.7225,22.525,20.7225
20.7675,22.65,20.7675
20.79,22.79,20.79
20.815,22.8675,20.815
20.823333333333302,23.033333333333307,20.823333333333302
20.815,23.025,20.815
20.89,23.175,20.89
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.29,20.89
20.89,23.323333333333306,20.89
20.945,23.39,20.945
20.963333333333303,23.463333333333306,20.963333333333303
21.0,23.5,21.0
21.0,23.5,21.0
21.0,23.5666666666667,21.0
21.0,23.6,21.0
21.0,23.6,21.0
21.0,23.6,21.0
21.0,23.7,21.0
21.0,23.7,21.0
21.025,23.7225,21.025
21.025,23.7225,21.025
21.05,23.745,21.05
21.025,23.7225,21.025
21.1,23.76,21.1
21.075,23.72,21.075
21.033333333333303,23.6666666666667,21.033333333333303
21.075,23.7675,21.075
21.1,23.79,21.1
21.1,23.79,21.1
21.1,23.73,21.1
21.15,23.7225,21.15
21.2,23.745,21.2
21.2,23.79,21.2
21.2,23.79,21.2
21.26,23.856666666666694,21.26
21.29,23.865,21.29
21.29,23.89,21.29
21.29,23.89,21.29
21.323333333333302,23.926666666666694,21.323333333333302
21.29,24.0,21.29
21.34,24.0,21.34
21.29,24.05,21.29
21.29,24.1,21.29
21.315,24.175,21.315
21.29,24.2,21.29
21.29,24.2,21.29
21.34,24.15,21.34
21.323333333333302,24.1,21.323333333333302
21.29,24.1,21.29
21.34,24.2225,21.34
21.29,24.29,21.29
21.34,24.29,21.34
21.34,24.29,21.34
21.323333333333302,24.29,21.323333333333302
21.356666666666698,24.29,21.356666666666698
21.365,24.29,21.365
21.39,24.29,21.39
21.356666666666698,24.29,21.356666666666698
21.323333333333302,24.29,21.323333333333302
21.39,24.2675,21.39
21.323333333333302,24.29,21.323333333333302
21.39,24.29,21.39
21.365,24.2225,21.365
21.39,24.26,21.39
21.39,24.26,21.39
21.39,24.29,21.39
21.39,24.29,21.39
21.39,24.29,21.39
21.4175,24.315,21.4175
21.39,24.29,21.39
21.445,24.34,21.445
21.463333333333303,24.356666666666694,21.463333333333303
21.5,24.39,21.5
21.5,24.39,21.5
21.5,24.39,21.5
21.5,24.356666666666694,21.5
21.5,24.365,21.5
21.5,24.29,21.5
21.525,24.5425,21.525
21.55,24.5175,21.55
21.6,24.39,21.6
21.6,24.55,21.6
21.7,24.7,21.7
21.7,24.696666666666694,21.7
21.7675,24.865,21.7675
21.79,24.89,21.79
21.815,24.9175,21.815
21.84,25.0225,21.84
21.89,25.15,21.89
21.89,25.2,21.89
21.89,25.2,21.89
21.89,25.2925,21.89
21.9175,25.39,21.9175
21.963333333333306,25.393333333333306,21.963333333333306
22.0,25.4725,22.0
22.0,25.5,22.0
22.0,25.519,22.0
22.0,25.538,22.0
22.025,25.5975,22.025
22.05,25.7475,22.05
22.0666666666667,25.7933333333333,22.0666666666667
22.0666666666667,25.893333333333306,22.0666666666667
22.1,25.926666666666694,22.1
22.1,25.945,22.1
22.1,26.075,22.1
22.1,25.83,22.1
22.1,25.823333333333306,22.1
22.1,25.8,22.1
22.1,25.8225,22.1
22.1,26.05,22.1
22.1,26.1,22.1
22.1,26.0725,22.1
22.1,25.745,22.1
22.1,25.7933333333333,22.1
22.1,25.945,22.1
22.1,26.03,22.1
22.125,26.025,22.125
22.1,26.1,22.1
22.1,26.1,22.1
22.1,26.175,22.1
22.1,26.2,22.1
22.1,26.1975,22.1
22.1,26.2,22.1
22.075,26.2,22.075
22.075,26.2225,22.075
22.1,26.29,22.1
22.1,26.29,22.1
22.1,26.29,22.1
22.1,26.356666666666694,22.1
22.1,26.315,22.1
22.1,26.39,22.1
22.1,26.39,22.1
22.1,26.39,22.1
22.1,26.39,22.1
22.1,26.5225,22.1
22.125,26.4425,22.125
22.1,26.47,22.1
22.1,26.445,22.1
22.1,26.5,22.1
22.1,26.445,22.1
22.1,26.5,22.1
22.1,26.55,22.1
22.1,26.5,22.1
22.1,26.5,22.1
22.1,26.6,22.1
22.1,26.6,22.1
22.1,26.575,22.1
22.15,26.6,22.15
22.1,26.7,22.1
22.1,26.6666666666667,22.1
22.1,26.675,22.1
22.1,26.625,22.1
22.1,26.65,22.1
22.1,26.625,22.1
22.1,26.65,22.1
22.1,26.64,22.1
22.1,26.6333333333333,22.1
22.1,26.6,22.1
22.05,26.575,22.05
22.05,26.55,22.05
22.025,26.4425,22.025
22.05,26.34,22.05
22.0,26.29,22.0
22.0,26.29,22.0
22.0,26.23,22.0
22.0666666666667,26.26,22.0666666666667
22.05,26.245,22.05
22.075,26.2925,22.075
22.1,26.29,22.1
22.1,26.245,22.1
22.1,26.245,22.1
22.1,26.245,22.1
22.1,26.245,22.1
22.1,26.2,22.1
22.08,26.216,22.08
22.1,26.2,22.1
22.0,26.1,22.0
22.08,26.18,22.08
22.025,26.125,22.025
22.0,26.175,22.0
22.033333333333307,26.23,22.033333333333307
22.075,26.2675,22.075
22.0,26.2,22.0
22.075,26.29,22.075
22.0666666666667,26.356666666666694,22.0666666666667
22.05,26.34,22.05
22.0666666666667,26.356666666666694,22.0666666666667
22.075,26.3425,22.075
22.025,26.34,22.025
22.025,26.315,22.025
22.033333333333307,26.39,22.033333333333307
22.075,26.365,22.075
22.075,26.365,22.075
22.0666666666667,26.426666666666694,22.0666666666667
22.0666666666667,26.463333333333306,22.0666666666667
22.1,26.5,22.1
22.1,26.5,22.1
22.1,26.5,22.1
22.1,26.5,22.1
22.1,26.525,22.1
22.1,26.6,22.1
22.1,26.6,22.1
22.1,26.6,22.1
22.1,26.6,22.1
22.1333333333333,26.6,22.1333333333333
22.1,26.6,22.1
22.175,26.6,22.175
22.175,26.6,22.175
22.175,26.6,22.175
22.175,26.6,22.175
22.2,26.6,22.2
22.2,26.6,22.2
22.2,26.6,22.2
22.2,26.6,22.2
22.2,26.6,22.2
22.15,26.6,22.15
22.15,26.6,22.15
22.2,26.6,22.2
22.175,26.675,22.175
22.2,26.7,22.2
22.2,26.7633333333333,22.2
22.1666666666667,26.856666666666694,22.1666666666667
22.2,26.79,22.2
22.2,26.856666666666694,22.2
22.175,26.9175,22.175
22.2,26.9175,22.2
22.2,26.89,22.2
22.2,26.9725,22.2
22.2,27.0,22.2
22.2,27.0,22.2
22.2,27.0,22.2
22.2,27.025,22.2
22.2,27.0,22.2
22.2,27.0,22.2
22.2,27.05,22.2
22.2,27.0,22.2
22.2,27.0666666666667,22.2
22.2,27.0,22.2
22.2,27.075,22.2
22.2,27.1,22.2
22.2,27.075,22.2
22.2,27.0666666666667,22.2
22.2,27.1,22.2
22.175,27.1,22.175
22.2,27.1,22.2
22.2,27.033333333333307,22.2
22.2,27.0,22.2
22.2,27.025,22.2
22.2,27.1,22.2
22.2,27.1,22.2
22.175,27.175,22.175
22.175,27.125,22.175
22.175,27.125,22.175
22.2,27.1,22.2
22.2,27.1,22.2
22.2,27.1,22.2
22.2,27.075,22.2
22.2,27.1,22.2
22.2,27.0,22.2
22.175,27.0,22.175
22.2,27.0666666666667,22.2
22.2,27.0,22.2
22.2,26.945,22.2
22.2,27.0,22.2
